type,name,latitude,longitude
museum,Rozite- Dammam Exhibition,26.446555,50.115773
museum,معرض مصنع الفرسان للصناعات المعدنية,26.415525,50.073932
museum,مؤسسة الخزانات العالمية international tanks TRD,26.432656,50.09652
museum,موقعي,26.419053,50.074724
museum,Dhahran Expo Mosque,26.378071,50.207621
museum,شركة مجموعة بن شيهون اطارات القمة التجارية المحدودة ( اكسلرا + فورسيوم +برِنكس تايلندي) ),26.425817,50.086241
museum,Fine Fair,26.435571,50.06622
museum,Harakat Sah,26.444831,50.080186
museum,"Malabar Gold and Diamonds - Gold Souq, Ladies Market - Dammam",26.443985,50.103026
museum,REHAM ABDULLATIF ALADIL Exhibition For Aluminum,26.469079,50.046236
museum,المصنع السعودي للخزانات,26.432366,50.096313
museum,جود للمطابخ( مؤسسة شروق جود للمطابخ),26.48365,50.053869
museum,AL JANOUB,26.429445,50.096336
museum,سيراميك الحريزي - فرع مخطط8,26.416177,50.07528
museum,Al Jazeera Events Management Service,26.42448,50.071997
museum,معرض ابراج البريق ل فن الكريستال,26.482628,50.054124
museum,شركة ابعاد المواد لمستلزمات الدعاية والإعلان,26.435069,50.087581
museum,واجهة الإبداع للرخام والحجر,26.415923,50.074654
museum,الوان هولي الدمام ( استلام من المنزل ),26.477789,50.058462
museum,Creative XP,26.381233,50.212694
museum,فنون العشب الدمام,26.415571,50.078172
museum,مصدات خرسانية,26.415099,50.076166
museum,معرض مشاهير الخليج,26.399495,50.01444
museum,معرض نهضة اسيا للسيارات,26.399815,50.008524
museum,معرض عيد الشمري,26.39811,50.012876
museum,Almanea,26.46005,50.080272
museum,Alkharg for furneture - الخرج للاثاث,26.427206,50.069458
museum,معرض صروح نجد للسيارات والشاحنات إستيراد وتصدير,26.395723,50.012192
museum,المعرض فيصل الخشيبان,26.399033,50.011217
museum,معرض وادي حبونا للسيارات,26.396697,50.014009
museum,المنيوم الصفا السعودية,26.460473,50.077833
museum,معرض نور الفيصلية,26.397069,50.014792
museum,معرض شلالات تربة للسيارات,26.397572,50.008215
library,King Abdullah Cultural Center,26.472678,50.113804
library,الجمعيه العربيه السعوديه الثقافه و الفنون,26.38055,50.148041
library,نادي المنطقة الشرقية الأدبي,26.441092,50.125038
library,صالون المشرافي الثقافي,26.392049,50.091451
library,المركز الاجتماعي الحضاري للجنة تنمية الفيصلية,26.397813,50.070937
library,ሪያድ,26.454671,50.059989
library,غراس,26.4126,50.123986
library,Yasin,26.420683,50.088794
library,ICF SAIHAT,26.485989,50.040278
library,Ceremony chalks,26.411667,50.114264
library,مسرح امانة المنطقة الشرقية.,26.449028,50.100119
library,شركة ناس للموارد البشرية,26.41245,50.097141
library,عمارة ٥٩/١ - building 59/1,26.385046,50.085729
library,مؤسسة أحمد الدوسري لأجهزة الأمن والسلامة,26.422338,50.109523
library,جمعية تنمية أفذاذ لأحياء بدر وأحد والضباب,26.404256,50.023199
library,المركز الثقافي النسائي,26.286106,50.135538
library,مركز حي بدر وأحد والضباب,26.404221,50.023162
library,Mammam,26.473175,50.05942
library,smart story,26.420683,50.088794
library,UP/urspace,26.377729,50.148007
library,Badsha,26.41434,50.155925
library,Sailun,26.365267,50.062172
library,King Fahad Cultural Centre,24.638165,46.653438
library,مفروشات مصطفی عبدالله ال عبدالجبار,26.426316,50.066659
library,ابكو السعوديه | Saudi abco (مكاتب اداريه),26.373697,50.102728
library,Generations Library,26.415987,50.024295
library,القسم النسائي بجمعية الدعوة والارشاد وتوعية الجاليات بالدمام,26.458543,50.119391
library,المخطوط الرسخ,26.418428,50.067294
library,بودكاست فنار,26.434226,50.046135
library,Women Cultural Institute,26.417459,50.02937
transport,King Fahd International Airport,26.469966,49.798435
transport,Saudi ARAMCO Airport Dammam,26.479068,49.813099
transport,"City Terminal 1 - Dammam, King Fahd International Airport",26.451118,50.106593
transport,Saudia Cargo Dammam Airport,26.478789,49.791892
transport,Al Matar,26.380508,49.944355
transport,Dammam Port,26.459212,50.187536
transport,Saudi Global Ports Co.,26.505204,50.188519
transport,Dammam port mina,26.474662,50.193321
transport,Dammam Port: Berth No-40,26.499989,50.189711
transport,King Abdulaziz Sea Port,26.474695,50.192799
transport,Saudi Customs,26.485555,50.186873
transport,SAPTCO Dammam Station,26.451214,50.106749
transport,Dammam Bus Station-Darb Al Watan,26.450994,50.106792
transport,Dammam Main Station (ER Bus),26.45605,50.1064
transport,Dammam Bus Station (Intercity),26.451214,50.106749
transport,Bus station,26.404067,50.056755
transport,SAT (Saptco Alsa Transport) | (سات (سابتكو السا للنقل,26.451297,50.106828
transport,سابتكو السا للنقل,26.451032,50.106153
transport,BUS STOP UHUD 3 TOWARDS AIRPORT,26.401881,50.050641
transport,Dammam Main Station,26.456033,50.106182
transport,Bus stop for airport and khobar,26.456087,50.105833
transport,Saudi Dammam,26.390387,50.155609
transport,SAPTCO International Transport,26.445271,50.0699
transport,محطة كورنيش الدمام (حافلات المنطقة الشرقية) (D4),26.456692,50.104042
transport,"Dammam SeaFront Bus Station, ER bus",26.48895,50.119875
transport,Dammam Main Station 2 (ER Bus),26.456937,50.104172
transport,SEIKO Bus Stop,26.443234,50.097931
transport,Dammam Searfront,26.493772,50.121507
transport,Bus stop,26.437584,50.104631
transport,Seiko Taxicab Stand,26.440666,50.100095
transport,Taxicab,26.441187,50.102269
transport,Damamm Taxi services,26.448225,50.09132
transport,أجره,26.434634,50.109802
transport,Taxi Service Khobar Dammam to Bahrain,26.363624,50.202022
transport,Dammam airport Taxi service,26.476166,49.796115
transport,Taxi service khobar to Bahrain to dammam,26.288549,50.189466
transport,Dammam,26.440215,50.102306
transport,Thuqba taxi station,26.276022,50.192921
transport,STREAT | ستريت (Dammam),26.417044,50.109675
transport,محطة الهندي جنب العيسائي للمعدات الثقيله,26.371918,50.026195
transport,SACO Dammam,26.415047,50.07613
transport,Exit to service road,26.354,50.19052
transport,Dhahran Jubail Expy,26.7305,49.878342
hospital,مركز إسعاف غرب الدمام,26.417426,50.049266
hospital,مركز إسعاف مدينة العمال,26.422908,50.105669
hospital,هيئة الهلال الأحمر السعودي,26.410698,50.001076
hospital,مركز اسعاف الحمراء,26.398811,50.051509
hospital,Saudi Red Crescent Authority - SRCA,26.422872,50.105493
hospital,مركز إسعاف الفيصلية,26.366405,50.033359
hospital,مركز اسعاف وسط الدمام,26.403211,50.074979
hospital,Saudi Red Crescent Authority - Ar Rakah Ash Shamaliyah Ambulance Center,26.366826,50.194721
hospital,Saudi Red Crescent Authority,26.426395,50.166681
hospital,مركز اسعاف غرب الدمام المطوّر,26.416467,50.047388
hospital,شركة النجاة السريعة الطبية Fastmed,26.481559,50.12688
hospital,مركز اسعاف العنود الهلال الاحمر,26.464135,50.059742
hospital,مركز إسعاف الضاحية,26.410896,50.001254
hospital,مركز اسعاف سيهات,26.489429,50.043476
hospital,مركز إسعاف الهلال الميناء,26.425831,50.167001
hospital,مركز إسعاف السيارات,26.444004,50.052712
hospital,مركز إسعاف القطيف1,26.560198,50.016286
hospital,مركز اسعاف الهلال الاحمر (الشاطئ),26.24562,49.995097
hospital,مركز الهلال الاحمر شرق الدمام,26.487921,50.124628
hospital,Saudi Red Crescent Authority,26.301814,50.180334
hospital,مركز إسعاف الدوحه,26.34508,50.164603
hospital,مواقف اسعاف,26.319631,50.021166
hospital,Red Crescent Center Balnabeh,26.473836,50.011434
hospital,The Red Crescent,26.305522,50.150101
hospital,Caremark EMS,26.343975,50.148093
hospital,بنك الدم بمجمع الدمام الطبي ( حكومي ),26.430464,50.082734
hospital,مركز دمي للتبرع بالدم,26.400957,50.116461
hospital,مبنى رقم 6 ( بنك الدم ),26.411556,50.099697
hospital,JHAH Blood Bank مركز التبرع بالدم بجون هوبكنز Building 62,26.308756,50.136857
hospital,Blood bank بنك الدم,26.298704,50.188437
hospital,بنك الدم بمستشفى قوى الأمن بالدمام,26.411358,50.01195
hospital,Blood bank parking,26.430252,50.083086
hospital,بنك الدم,26.357385,50.177745
school,British International School Of Al Khobar,26.371816,50.217936
school,Ibn Roshd International School | مدارس ابن رشد الخبر العالمية,26.291366,50.219048
school,Olou National Schools,26.294107,50.175708
school,The City School Saudi International,26.33199,50.194903
school,Pakistan International School Al Khobar for Girls,26.295334,50.211137
school,Asia International School,26.288936,50.208591
school,Gulf International English School,26.22394,50.203036
school,International Philippine School in Al Khobar,26.268383,50.213913
school,Alkhobar Elite International School,26.324968,50.157204
school,Alhussan International Academy,26.343731,50.202206
school,مدرسة منارات الخبر | Manarat Al Khobar School,26.339553,50.192667
school,Inspire International Academy Boys,26.299098,50.182719
school,Al Kifah Academy International School - مدارس اكاديمية الكفاح العالمية,26.315932,50.200831
school,Rowad Al Khaleej International School in AlKhobar,26.349018,50.211911
school,Al Hussan International School,26.357414,50.193932
school,International Programs School,26.337355,50.181846
school,American School Dhahran (ASD),26.187931,50.128111
school,Bayan Gardens School,26.3058,50.192221
school,Al Khobar International Schools (kindergarten-Girls section )| مدارس الخبر العالمية (رياض أطفال-قسم البنات),26.290572,50.203706
school,Madariz International School,26.346031,50.16061
school,French School,26.327637,50.191402
school,Al Azizyah Schools,26.345425,50.18849
school,مدارس يانابويا العالمية - شركة درب المستقبل التعليمية - YENEPOYA INTERNATIONAL SCHOOL KSA,26.133886,50.153995
school,Al Khobar International Schools (boys section) |(مدارس الخبر العالمية ( قسم البنين,26.266385,50.197109
school,Dhahran Buds International School,26.321234,50.187705
school,AlKhobar International Schools | مدارس الخبر العالمية,26.266261,50.196664
school,British School Dhahran (BSD),26.186961,50.128147
school,Inspire International Academy Girls,26.286888,50.198849
school,King Fahd Centre Montessori and Daycare,26.296433,50.198305
school,Multinational School Dhahran,26.312451,50.159193
school,Ad Diriyah Private Schools,26.214977,50.201796
school,Saudi School Al Khobar,26.296991,50.211467
school,HEI Schools Alkhobar Golden Belt,26.309306,50.209771
school,Orbits Pioneers International School,26.218192,50.187547
school,Pakistan International School Al-Khobar (Boys Wing),26.295549,50.211342
school,Al Khobar High School,26.28964,50.20179
school,International Schools Group (ISG),26.188336,50.128808
school,Al Hizam School,26.311333,50.193806
school,Arabism secondary school,26.357598,50.194659
school,International Technical Female College at Alkhobar,26.183882,50.161144
school,BINT-UL-ARAB for School Uniforms,26.291221,50.211737
school,Asia International School - مدارس آسيا العالمية,26.209079,50.184752
school,Signs Peninsula National Schools Complex,26.293342,50.177454
school,Kipina kids Alkhobar,26.294984,50.185912
school,High school,26.212233,50.194382
school,Dhahran Elementary Middle School,26.302083,50.156217
school,Khobar Intermediate School,26.300932,50.204304
school,quranic school akhrabia indian,26.292547,50.197722
school,Laugh N Learn Khobar,26.361494,50.204882
school,The Kids Castle,26.320687,50.208813
school,SMART MINDS DAY CARE AND PRE SCHOOL مركز العقل الذكي ضيافة الأطفال الأهلية,26.301377,50.207837
school,Ajyal AlNibras International School,26.295261,50.187877
school,Springfield For Kids,26.318746,50.22415
school,مركز تلال الورد لضيافة الأطفال - Bamboo Centre,26.331518,50.185433
school,Seasons Early Learning,26.316131,50.22476
school,Little Dreams Academy,26.304106,50.181763
school,Appleseeds Academy Club,26.305633,50.197669
school,Roots Preschool | جذور,26.320629,50.209625
school,Rising Stars Montessori & Daycare,26.300302,50.194099
school,Kids Smile Center-Nursary,26.197889,50.174309
school,دروب الدُّنى ( روضة وحضانة واستضافة أطفال ),26.303458,50.197871
school,روضة واحة المشرقين لرياض الاطفال,26.299181,50.195859
school,Golden Hut daycare,26.292832,50.204445
school,Rowad AlKhaleej International Kindergarten in Dhahran,26.326503,50.151709
school,Little Star Pioneers Preschool Al Khobar,26.295313,50.212187
school,Blossoms Preschool حضانة مركز براعم الأزهار,26.192634,50.184533
school,Little Castle kids center,26.216127,50.194002
school,Kids Smile nursery,26.286404,50.184994
school,Nour Al Amal Center for Children’s Nursery and Hospitality,26.196133,50.184729
school,حضانة وروضة انجاز الطفولة المبنى الجديد ( انتقلنا الى مبنى جديد وحديث بنفس الشارع ),26.194992,50.196385
school,Dhahran Pre School & Nursery,26.337542,50.200345
school,Growing Up,26.310114,50.215385
school,The little duck مركز البطة الصغيره,26.288489,50.194189
school,مركز طريق اليسر,26.298898,50.186912
school,Little Giraffe Kindergarten,26.325003,50.165675
school,مركز النجم الساطع,26.288483,50.205691
school,حضانة الاصابع الصغيرة,26.302267,50.195966
school,BuzyBeez Preschool,26.184515,50.124786
school,مركز وحضانة منطقة الاطفال لضيافة الاطفال,26.207989,50.18448
school,World Vision Academy,26.352502,50.197118
school,Yellow Garden الحديقه الصفراء,26.309728,50.218766
school,Cool Kids Nursery,26.376623,50.188952
school,Chickadee Learn & Play,26.326321,50.195602
school,Apple Tree Kids Nursery. مركز شجرة التفاح لحضانة الأطفال,26.286339,50.184988
school,روضة حكاية براعم المعرفة الأهلية,26.189742,50.150504
school,الروضة الرابعة بإسكان تحلية المياة بالخبر,26.177439,50.192882
school,Kids Land Nursery,26.298983,50.184982
school,Apple Tree Daycare,26.211394,50.190623
school,مركز انامل الابداع لضيافة الاطفال,26.161826,50.146163
school,Sun Gardens Kids Center,26.345016,50.205298
school,AlDabal Kindergarten,26.328061,50.187843
school,روضة وحضانة إنجاز الصغار- العزيزيه(التحليه),26.187174,50.190565
school,روضة وحضانة خطوه بخطوه (لضيافة الأطفال),26.205519,50.205728
school,مركز مستقبل أطفالنا لضيافة الأطفال,26.188755,50.192362
school,Rawasi Ofuq Center,26.193439,50.20024
school,Sultan Gardens Center حدائق السلطان,26.332617,50.212482
school,مركز العلماء الصغار,26.343483,50.204206
school,Al-Nasser Nursery,26.299381,50.180495
school,KOALA PLAY AND LEARN,26.372076,50.215816
school,مركز رواد التفوق لضيافة الأطفال الأهلية,26.208503,50.172489
school,Home Garden,26.299188,50.180431
school,Plants 🌳 flowers shop,26.299114,50.179691
school,Dhahran Nursery,26.284383,50.123352
school,Altus road nursery,26.298848,50.191011
school,Al Jury kids Nursery,26.372728,50.186542
school,حضانه اشراقه,26.298967,50.184937
school,مشتل نباتات شقراء للحدائق,26.181497,50.158622
school,مركز المستكشف الصغير للاطفال,26.212035,50.186411
school,مشتل أغصان البيت الأخضر,26.475543,50.01348
school,Plant Nursery,26.299154,50.179861
school,موسسة الياسمين الاحمر الزراعية,26.194917,50.18804
school,حضانة الأرنب المكتشف,26.217667,50.205011
school,bright little stars nursery,26.29874,50.18678
school,حضانة الشرق,26.251602,50.200824
school,AlSalam Schools,26.29193,50.177631
school,Saad National Girls School,26.349204,50.18384
school,Little World International School,26.317545,50.197277
school,مدارس الخبر الابتدائية والمتوسطة,26.299012,50.182578
school,ITHRA EDUCATION,26.196914,50.206689
school,مدارس نهضة الجيل,26.193097,50.164134
school,مدارس العلوم والمعرفة الأهلية,26.261213,50.209609
school,Abi Bin Kaab High School in Al-Khobar,26.291218,50.210879
school,Khobar Housing Intermediate School,26.260562,50.208676
school,Saudi Aramco Khobar Girls intermediate School - AL Sheraa,26.172684,50.144495
school,Alawael Private School for Girls,26.196103,50.207236
school,King Fahad University Hospital,26.299736,50.189606
school,SHATI University of Imam Abdulrahman Bin Fisal,26.070304,50.119208
school,جامعة الامير محمد - المستودع الجديد,26.174189,50.124286
school,جامعة العلوم,26.273878,50.212411
school,KFUPM Mall,26.31401,50.147643
school,سكن جامعة الامير محمد بن فهد,26.174189,50.124286
school,IAU Recreation Center,26.069107,50.121294
school,Sumon munshi,26.277905,50.207951
school,KFUPM Square,26.300073,50.148297
school,KFUPM Beach,26.101584,50.112519
school,كلية التميز,26.184736,50.159743
school,Canadian International Hospitality,26.216322,50.192067
school,Dhahran Techno Valley,26.303151,50.159405
school,Sand specialty coffee,26.184995,50.152383
school,University Schools - General Management,26.300029,50.152055
school,East Park,26.309211,50.15417
school,King Fahad University Medical Training Center,26.293708,50.188028
school,Building 14 - Information & Technology Center (IT),26.306565,50.142812
school,Building 36 - KFUPM Stadium,26.30768,50.151728
school,Building 21 - Administration,26.306371,50.145166
school,KING FAISAL UNIVERSITY,25.340535,49.599911
school,جامعة الإمام عبدالرحمن بن فيصل,26.218135,50.207718
school,Schlumberger Dhahran Center for Carbonate Research (SDCR),26.301038,50.160635
school,IDP IELTS & Study Abroad Services – AlKhobar,26.314369,50.209773
school,University of Hafr Al Batin,28.24155,45.946197
school,Building 27 - The Medical Center,26.305555,50.149954
school,XEON Automation Office,26.216362,50.193109
school,Halliburton,26.298346,50.158546
school,Al-Yamamah University,24.863473,46.593794
school,Home2,26.200179,50.210663
hospital,Mohammad Dossary Hospital,26.280226,50.204476
hospital,Dallah Hospital | مستشفى دله,26.350929,50.209506
hospital,Almana Hospital Khobar - OPD | مستشفى المانع الخبر - العيادات الخارجية,26.294483,50.217833
hospital,Procare Hospital,26.30226,50.172938
hospital,Al Yousif Hospital,26.266782,50.206744
hospital,Dr. Sulaiman AL-Habib Hospital - AL Khobar,26.310774,50.214001
hospital,Shifa AlKhobar Medical Center,26.277024,50.212415
hospital,Almana Hospital Building B,26.293585,50.218177
hospital,Governmental Hospital Khobar (management of health centers in Khobar),26.290927,50.198213
hospital,Dr.Sulaiman Al Habib Medical Center - AlKhobar,26.216415,50.190156
hospital,Malak Hospital Khobar,26.302633,50.199721
hospital,Almana Women and Maternity Hospital,26.293516,50.218227
hospital,Mouwasat Hospital Emergency Al Khobar,26.345396,50.185896
hospital,AlMana Hospital Emergency Department,26.294013,50.218947
hospital,شركة مجمع الرعاية الحديثة الطبي,26.210016,50.200895
hospital,Al-Mana Hospital Head Office,26.292909,50.216915
hospital,Almana Medical Center,26.353808,50.20854
hospital,شركة رفاء الطبية Rafa Medical Centre,26.277936,50.216544
hospital,Dar As Sihha Medical Center - Khobar Branch,26.279555,50.218372
hospital,مجمع نهج الشفاء الطبي العام,26.206551,50.208866
hospital,Dallah Hospital EMERGENCY,26.350738,50.209799
hospital,Al Jazeera Hospital (WIUK),26.282127,50.196869
hospital,Airbase Hospital,26.284606,50.150665
hospital,CMRC Saudi Arabia Al Khobar,26.186223,50.209026
hospital,Khobar Clinic Ministry Of Health,26.29084,50.198497
hospital,Bright Specialist Clinics,26.308382,50.177631
hospital,CMRC Saudi Arabia Hospital,26.31919,50.155688
hospital,Al Khobar National Polyclinic,26.270276,50.207942
hospital,مركز الموسى الطبي العزيزية - Almoosa Health Medical Center Azizya,26.187938,50.186312
hospital,Dhahran General Hospital,26.343103,50.119744
hospital,Almoosa Specialist Hospital,25.436873,49.572422
hospital,بيرل الخبر Pearl Clinics,26.212209,50.212728
hospital,المركز الصحي لأسكان العزيزية,26.266628,50.202726
hospital,AlKhobar Specialist Clinics,26.290656,50.198568
hospital,مستشفى المواساة - المدينة المنورة | Mouwasat Hospital - Al Madinah,24.467481,39.670153
hospital,Magrabi Dental Center - Al khobar,26.30458,50.223271
hospital,ALAMANA GENERAL HOSPITAL Building A (extended care),26.29152,50.21786
hospital,مراكز دكتور سمير عباس الطبية,26.274333,50.216113
hospital,Ram Clinics | عيادات رام,26.284504,50.197911
hospital,GAD International,26.280068,50.207809
hospital,Al Khobar Consultant Radiologists Diagnostic Center مركز اشعه الخبر (الاستشاريون للاشعه التشخيصية ),26.273129,50.216312
hospital,Hospital pharmacy,26.279494,50.205088
hospital,عيادات الدكتورة غسانة صادق الطبية Dr.ghassana sadik clinics,26.281243,50.205127
pharmacy,United Pharmacy - صيدلية المتحدة,26.294198,50.217451
pharmacy,Nahdi pharmacy | صيدليه النهدى,26.307168,50.210218
pharmacy,Nahdi pharmacy | صيدليه النهدى,26.286458,50.190699
pharmacy,صيدلية الدواء,26.289647,50.211667
pharmacy,Nahdi pharmacy | صيدليه النهدى,26.291039,50.219949
pharmacy,صيدلية الدواء,26.285265,50.194608
pharmacy,صيدلية الدواء,26.318238,50.222778
pharmacy,Al-Dawaa Pharmacy (صيدلية الدواء),26.301955,50.212693
pharmacy,Nahdi pharmacy | صيدليه النهدى,26.277606,50.209543
pharmacy,صيدلية الدواء,26.307324,50.179323
pharmacy,Nahdi pharmacy | صيدليه النهدى,26.309533,50.222939
pharmacy,صيدلية الدواء,26.256076,50.203528
pharmacy,Nahdi النهدي,26.302982,50.172936
pharmacy,Nahdi pharmacy | صيدليه النهدى,26.203691,50.197595
pharmacy,صيدلية الدواء,26.293094,50.19921
pharmacy,Al-Dawaa Pharmacy,26.293171,50.183276
pharmacy,United Pharmacy - صيدلية المتحدة,26.283621,50.199858
pharmacy,United Pharmacy - صيدلية المتحدة,26.277345,50.183635
pharmacy,صيدلية الدواء,26.315093,50.212226
pharmacy,Al-Dawaa Pharmacy,26.279307,50.208486
pharmacy,صيدلية الدواء,26.335243,50.19143
pharmacy,صيدلية الدواء,26.270302,50.20831
pharmacy,Nahdi pharmacy | صيدليه النهدى,26.361551,50.195026
pharmacy,Nahdi pharmacy | صيدليه النهدى,26.335176,50.191194
pharmacy,صيدلية الدواء,26.266011,50.211956
pharmacy,صيدلية الدواء,26.315028,50.217111
pharmacy,Al Dawaa Pharmacy,26.290818,50.196091
pharmacy,Crescent Silver Pharmacy,26.268925,50.191842
pharmacy,Nahdi pharmacy | صيدليه النهدى,26.290437,50.199078
pharmacy,صيدلية الدواء,26.234238,50.213504
pharmacy,Nahdi pharmacy | صيدليه النهدى,26.208967,50.191065
pharmacy,صيدلية الدواء,26.323337,50.162099
pharmacy,صيدلية الدواء,26.296959,50.19315
pharmacy,Al dawaa pharmacy 65,26.365132,50.202108
pharmacy,صيدلية الدواء,26.210554,50.207803
pharmacy,Nahdi pharmacy | صيدليه النهدى,26.268768,50.188907
pharmacy,صيدلية الدواء,26.207838,50.196423
pharmacy,صيدلية الدواء,26.269637,50.191422
pharmacy,Lemon Pharmacy | صيدلية ليمون,26.175466,50.147483
pharmacy,United Pharmacy - صيدلية المتحدة,26.202948,50.188889
pharmacy,صيدلية جوهرة السعادة,26.263953,50.206076
pharmacy,صيدلية الدواء,26.254552,50.209429
pharmacy,صيدلية الدواء 6,26.208883,50.189242
pharmacy,صيدلية الدواء,26.174867,50.162257
pharmacy,صيدلية الدواء,26.190363,50.187876
pharmacy,صيدلية الدواء,26.201198,50.197479
pharmacy,Nahdi pharmacy | صيدليه النهدى,26.176194,50.162413
pharmacy,Lemon Pharmacy | صيدلية ليمون,26.280613,50.191641
pharmacy,صيدلية الدكتور سليمان الحبيب بالخبر - حي الخزامى Alhabib Pharmacy Khobar,26.194568,50.191109
clinic,AlJazira Clinic,26.281992,50.196768
clinic,Central Medical Care,26.292428,50.182346
clinic,مجمع عيادات الدكتورة ليلى العنيزي,26.338144,50.199531
clinic,Naya Clinic مجمع نايا كلينك الطبي,26.297934,50.196706
clinic,عيادات اهالينا الطبية - فرع الراكة بالخبر,26.372613,50.178634
clinic,عيادات زارا - Zara Clinics,26.362433,50.196785
clinic,Elite Specialists Clinics,26.315079,50.222572
clinic,عيادات رويال الطبية,26.304368,50.198155
clinic,Khobar Cooperative Clinic,26.297451,50.195242
clinic,Ram Clinics - Azizia Branch,26.207346,50.196655
clinic,عيادات الدكتور الحسن النعمي - Dr. Alhassan Alnaamy Clinics,26.455352,50.068031
clinic,عيادات رويال الطبية,26.284313,50.204399
clinic,Dana Clinics,26.302965,50.176885
clinic,Dr. Khalid Al Ruhaimi Specialized Medical Complex,26.305517,50.19441
clinic,Ozone Medical Center,26.287744,50.219168
clinic,مجمع د امير الزقزوق الطبي,26.293813,50.174563
clinic,Corniche Primary Clinic,26.327688,50.222678
clinic,مركز صحي الخبر الجنوبي,26.278992,50.210054
clinic,عيادات حُسْن - Hosn Clinic - فرع الخزامى,26.215963,50.189424
clinic,مجمع المها الطبي للبشرة المشرقة. Almaha medical Complex,26.298148,50.217088
clinic,عيادة سمنة كير SomnaCare Clinic,26.303023,50.173198
clinic,عيادات الرونق للأسنان والجلدية Alrawnaq,26.198767,50.213351
clinic,Anda for medical services,26.282531,50.20051
clinic,عيادات دنتين DENTIN CLINIC,26.20635,50.196301
clinic,عيادة,26.254151,50.201627
clinic,مركز نقاء البدن للحجامة ⭐ CUPPING CENTER,26.216249,50.193572
clinic,Medical Center Drive,26.304879,50.15011
clinic,Ram Clinics | عيادات رام,26.288605,50.183166
clinic,Ram Clinics | عيادات رام,26.302001,50.210723
clinic,Ram Clinics | عيادات رام,26.303911,50.20338
clinic,Dr Anas Taher \ MedArt Clinics - د أنس طاهر/ عيادات ميد آرت,26.284002,50.199463
clinic,مجمع مجال للأسنان- Majal Dental Clinics,26.285282,50.196308
clinic,Ozone Dental Center,26.287592,50.219137
clinic,عيادات دنتل هاوس Dental House Clinics,26.322944,50.218416
clinic,عيادات ألورا لطب الاسنان Alora Dental Clinics,26.322637,50.206042
clinic,Artal Medical Complex,26.294549,50.207724
clinic,الاستشاريين السعوديين لطب الأسنان,26.309451,50.217922
clinic,Ram Clinics | عيادات رام,26.362741,50.197485
clinic,Cham Dental Derma Clinics,26.304966,50.196811
clinic,Lazord Dental Clinic,26.337445,50.201667
clinic,Dr Heba Shelbaya’s Dental Clinic عيادة الدكتورة هبة شلباية لطب الاسنان,26.295708,50.208698
clinic,Al Rawnaq Dental and Derma Clinic,26.305755,50.179957
clinic,صفوة المهيدب لطب الأسنان الخبر الشمالية,26.295823,50.208891
clinic,Crystal Dental Clinic,26.303291,50.207236
clinic,Awj Dental Clinic عيادات أوج لطب الأسنان,26.351706,50.211256
clinic,عيادة د.توث | DR.TOOTH CLINIC,26.296399,50.199644
clinic,مركز المانع للاسنان وجراحة الوجه والفكين Almana Dental & Maxillofacial center,26.292027,50.218123
clinic,‎عيادة د أمل الكبسي لتقويم الاسنان وجراحة الوجة والفكين|Dr Amal Alkebsi Orthodontic Orthognathic Clinic|Invisalign|الانفزلاين,26.322609,50.206217
clinic,عيادات سنان لطب الاسنان Snan dental clinics,26.336257,50.212664
clinic,MDC AlKhobar [Modern Dental Center],26.301381,50.209754
clinic,المهيدب لطب الأسنان فرع الخبر,26.284865,50.191753
clinic,Central Dental Care,26.292368,50.182231
clinic,الفيروز لطب الاسنان,26.297862,50.20074
clinic,عيادة د.فراس سلعس للتقويم الشفاف ( انفزلاين) - Dr. Firas Diamond Apex invisalign provider,26.304864,50.197041
clinic,عيادات الرؤية لطب وتقويم الأسنان,26.270522,50.194105
clinic,صفوة المهيدب لطب الأسنان الخبر حي الجسر,26.210992,50.208208
clinic,المهيدب لطب الأسنان الخبر حي الجسر,26.218051,50.207176
clinic,مجمع الزقزوق لطب الأسنان,26.290928,50.188921
clinic,Vitalia Dental & Derma Clinics,26.309052,50.209446
clinic,عيادات المسواك الطبية,26.281009,50.20517
clinic,صفوة المهيدب لطب الأسنان الظهران,26.324431,50.16542
clinic,Clinics Dr. Khalid Ateeq Dental,26.203334,50.197583
clinic,مجمع الهلال الفضي الطبي العام,26.268869,50.191662
clinic,Ram Clinics | عيادات رام,26.28476,50.198001
clinic,واي كلينك Y Clinic,26.178927,50.163956
hospital,Emergency قسم الطوارئ مستشفى الملك فهد الجامعي التعليمي,26.299174,50.189175
hospital,Magrabi Eye Center Khobar,26.304437,50.223284
hospital,Comprehensive Film Center in Al-Khobar,26.290833,50.19834
hospital,Khuzama PHC,26.211658,50.192803
hospital,مستوصف حكومي,26.209663,50.204195
hospital,Rafa Medical Center,26.217191,50.197138
hospital,مركز صحي حي الجسر بالخبر,26.209509,50.204354
hospital,Haifa Medical Complex,26.206304,50.196513
hospital,مركز الرعاية الصحية الأولية بالخزامى,26.211646,50.192803
hospital,مركز إسحاق عبدالرحيم الكوهجي للرعاية الصحية الأولية ( الخزامى ),26.211782,50.192806
hospital,شَرْطَةِ مِحْجَمٍ,26.21492,50.182544
hospital,عيادات الدكتوره هيفاء,26.206283,50.196489
pharmacy,صيدلية آدم 51 - مدينة العمال - الخبر,26.294678,50.206397
pharmacy,صيدلية الدواء,26.299837,50.174455
pharmacy,صيدلية الغدير,26.280154,50.189737
