type,name,latitude,longitude
shopping,مؤسسة عبدالعزيز محمد النمزر التجارية لبيع الإلكترونيات,26.441797,50.099074
shopping,Virgin Megastore Dhahran Mall,26.3059,50.1697
shopping,Digital World - العالم الرقمي,26.346497,50.139868
real_estate,Maxus Showroom | معرض ماكسيوس,26.375159,50.172247
real_estate,"BYD Showroom Mall of Dhahran, Dammam",26.305893,50.169731
real_estate,BYD Dhahran Showroom,26.361144,50.177907
real_estate,التوكيلات – شفروليه وجي إم سي,26.365938,50.177687
real_estate,مركز شانجان المجدوعي لتسليم السيارات - الظهران | Changan Almajdouie Car Delivery Center - Dhahran,26.362605,50.176878
real_estate,Altawkilat - Dongfeng,26.365687,50.178063
real_estate,Reno store,26.22787,50.019164
real_estate,توكيلات الجزيرة السيارات المستعملة,26.374534,50.173357
real_estate,Changan Almajdouie Dhahran - Showroom | معرض شانجان المجدوعي الظهران,26.362613,50.177812
real_estate,معرض العثيم للسيارات | ALOTHAIM TRUKS,26.478485,50.008068
real_estate,معرض حديث القارات,26.397201,50.012151
real_estate,Aman Car Dealership,26.548286,50.011853
real_estate,Al Kadi Motors,26.446041,50.043011
real_estate,معرض اصداف الخليج وخدمات العناية بالسيارات,26.49301,50.036506
real_estate,Alohali Motors,26.458279,50.030285
government,شركة مداد للمحاماة والاستشارات القانونية,26.372535,50.099754
government,Dr. Saud Alammari law firm,26.330562,50.139437
government,Vision Advocates and Legal Consultants,26.373137,50.100331
government,Barghouthi law,26.345185,50.146597
government,مكتب احمد بن حامد الغامدي للمحاماة والاستشارات القانونية,26.372555,50.099643
government,شركة الحلول القانونية | Legal Solutions Company LS,26.313975,50.223546
government,The Law Firm of Salah Al Hejailan شركة صلاح الحجيلان للمحاماة,26.309813,50.175555
government,العثمان للمحاماة وللاستشارات القانونية AlOthman Lawfirm,26.47188,50.123642
government,شركة المحامي والموثق عمر نصرالله,26.458257,50.085189
government,شركة المحامية الجازي كمال عيسى آل ديهان للمحاماة والاستشارات القانونية,26.436954,50.047072
government,Solutions & Proficiency law (شركة حلول و اتقان للمحاماة),26.439076,50.118202
government,مجموعة عبلان للمحاماة والإستشارات القانونية,26.41137,50.064535
government,مكتب المحامي عادل بن علي الزهراني,26.454217,50.114597
government,Lawyer Zuhair Abdullah Al-Garni Office,26.421356,50.089083
government,Lawyer Abdullah al-Subaie Office,26.428191,50.106234
government,مكتب عقيل العقيل للمحاماة و الاستشارات القانونية,26.418098,50.084082
government,Lawyer Abdul Rahman Issa Albuñán Office,26.446103,50.116471
government,مكتب المحامي عبدالعزيز بن محمد المري للمحاماة والاستشارات القانونية,26.460928,50.12112
government,مكتب المحامي دعيج بن ابراهيم الرميحي للمحاماة والاستشارات القانونية والتحكيم,26.442384,50.121862
government,مكتب المحامي عناد مشاري الحربي,26.404402,50.054947
government,شركة تماضر بنت سعود المسعودي وياسر بن محمد عسيري للمحاماة والاستشارات القانونية,26.418162,50.075854
real_estate,Saudi Aramco Visitors Center - Dammam Gate,26.319911,50.115226
real_estate,Visitors Center - Saudi Aramco,26.32329,50.136002
real_estate,Fourways Travel & Tourism,26.314408,50.147412
real_estate,تأجير قوارب بوسعود( قارب ),26.193643,50.048094
real_estate,قارب الفخامة,26.200195,50.029177
real_estate,Global Travel Solutions,26.236125,50.039302
real_estate,Saudi Falcon Co,26.336003,50.129424
real_estate,العالم للسياحة والسفر,26.546857,50.007372
real_estate,FLYZED TRAVEL & TOURISM,26.44362,50.100893
real_estate,AL DHAHRAN TRAVELS,31.357276,74.176686
real_estate,Maysan Equestrian Club,26.187753,50.01633
real_estate,Spacemaker Saudi Arabia LLC,26.256944,50.032328
real_estate,وكالة درة الشباب للسفر والسياحة,26.491805,50.045921
real_estate,وكالة فيجن للسفر والسياحة,26.507236,50.035711
real_estate,وكالة الرواد المهاجرون للسفر والسياحة| ALRWAD TRAVEL & TOURISM AGENCY,26.404299,50.038267
real_estate,Eco Travels and Tourism,26.445079,50.069483
real_estate,قارب راقي الرابع,26.199309,50.028469
real_estate,مكتب آل منيان للسفر و السياحة (حملة ابو نادر),26.477319,50.036502
real_estate,Noor AlRedha Travel Agency,26.535638,50.026753
real_estate,مكتب الخطوط السعودية بقاعدة الملك عبدالعزيز الجوية,26.275263,50.142215
car_wash,Budget Rent A Car | بدجت لتاجير السيارات,26.360813,50.177937
car_wash,تاجير كرينات،cranes rental,26.231968,49.992275
car_wash,Key Car Rental المفتاح لتأجير السيارات,26.217354,50.185655
car_wash,Travel Car Rental Solutions ترفل حلول تأجير السيارات - الجسر الجديد,26.217244,50.185619
car_wash,ابوذياب لتاجير السيارات الدوحه,26.323649,50.163691
car_wash,شركة السيارة الذهبية لتأجير السيارات,26.322799,50.161029
car_wash,مان لفت وسيزر لفت للإيجار,26.22633,50.101499
car_wash,ابوذياب لتأجير السيارات طيبه,26.372909,50.063212
car_wash,رينتو لتأجير السيارات,26.412909,50.079097
car_wash,Madad Saudi Car Rental,26.410861,50.079531
car_wash,مؤسسة الهوادج,26.443974,50.044644
car_wash,تأجير قارب ابو خلي,26.199608,50.029444
car_wash,نون لتأجير السيارات,26.414193,50.077673
car_wash,عفشنقل House Moving,26.428168,50.068342
car_wash,Key Car Rental المفتاح لتأجير السيارات,26.411697,50.079921
car_wash,تاجير معدات رخص أرامكو,26.464577,50.023446
car_wash,شركة الجبر لتأجير السيارات- المكتب الرئيسي,26.450509,50.118686
car_wash,الخضر لتأجير السيارات - الزهور,26.455687,50.096313
car_wash,Hanco Rent a Car,26.244923,49.981397
car_wash,Maintenance office,26.720217,50.069779
car_wash,Flux Maintenance And Operation Co.,26.459364,50.01886
car_wash,Aramco Vehicles Maintenance Reception,26.316632,50.100317
car_wash,HQS - خدمات منزليه سريعه,26.487167,50.035719
car_wash,NBC crane yard,26.250387,50.004434
car_wash,Aramco vehicle maintenance shop,26.700608,50.088195
car_wash,Elliott Gas Services Saudi Arabia Ltd.,26.233267,50.002661
car_wash,للتكييف والتبريدصيانة,26.474926,50.045692
car_wash,"FORKLIFT RENTAL WORKS AND FORKLIFT MAINTENANCE SERVICE , DAMMAM , Al jubail , DHAHRAN , AL KHOBAR, and eg",26.452637,50.021884
car_wash,New Explorer for Car Maintenance,26.442812,50.047228
car_wash,Marakeb Auto Repair مراكب لإصلاح السيارات,26.444883,50.045849
car_wash,Gecat Dhahran Small Workshop,26.259705,50.044247
car_wash,"ZAKI 7k CAR, MAINTENANCE & ELECTRIC WORKSHOP",26.44691,50.04832
car_wash,Al Zahrani Ind. Maintenance Co.,26.454786,50.019774
car_wash,Khusheim Corporation - Workshop(Maintenance Division),26.444247,50.058188
car_wash,Al Helal Car Maintenance Workshop ورشة الهلال للشاحنات,26.457928,50.02271
car_wash,Aza Modern Trading For Forklift spare parts and Maintenance,26.449277,50.042916
car_wash,Saudi Aspanj Equipment Maintenance Co ‎شركة اسبنج السعودية,26.450203,50.048841
car_wash,MAN - Service Center & Parts Outlet,26.257687,50.022688
car_wash,Abdulqader Abdullah Mansor Al-Abdulhai Est. For Maintenance & Finishing,26.481445,50.046984
car_wash,Kiba Company For Operation and Maintenance,24.668593,46.728898
car_wash,غلوبيكس للصناعات GLOBIX INDUSRIES لصناديق و هياكل السيارات و البيوت الجاهزة,26.483373,50.023679
car_wash,"Al-Wajah Al-Mutamaiza Company for Car Services, Al-Ghadeer Branch",26.492168,50.046735
car_wash,ورشة مزن المضخات للصيانة,26.487153,50.03843
car_wash,Al Riyadh Maintenance,24.780489,46.766818
car_wash,مؤسسة ابراهيم حسين بن ابراهيم الشويخات للتكييف والتبريد,26.476599,50.042894
car_wash,Black Rock Arabia Company LLC,26.466358,50.019094
car_wash,New vision for Operation and Maintenance Company,21.563464,39.186709
car_wash,Black Edition | بلاك ايديشن,26.458005,50.050393
car_wash,مركز دقت الخطوط الجنوبيه,26.236125,50.039302
car_wash,صيانه مكيفات سبليت شباك غساله عاديه اوتوماتيك,26.333327,50.147804
car_wash,SACO,26.304082,50.166299
car_wash,مؤسسة عبد العزيز الدوسري للتبريد والتكييف صيانة مكيفات,26.344005,50.13855
car_wash,Mobility Park 5 - Building 3087,26.314074,50.101272
car_wash,ورشة تصليح أجهزة منزلية وكهربائية وألكترونية,26.333492,50.148621
car_wash,الصيانة المركزية الهلال الأحمر السعودي,26.34509,50.164267
car_wash,Technogenia Saudi Arabia Industry,26.236525,50.006096
car_wash,ورشة صيانة مطابخ المنيوم وحداده,26.45369,50.047503
car_wash,الجميح للسيارات - مركز الصيانة جي أيه سي موتور القشلة | Aljomaih Automotive - GAC Motor Service Center Al qashlah,26.374923,50.171126
car_wash,Chery Service & Parts,26.368513,50.177238
car_wash,هواتف الشرقية لصيانة الجوالات,26.305654,50.171929
car_wash,صيانة المنزلية,26.344556,50.138555
car_wash,صيانة الأ جهزة المنزلية,26.574067,50.031131
shopping,Cutie Pets,26.348739,50.133744
shopping,الفرع الثاني Pets corner,26.348362,50.140972
shopping,حياة البراري للحيوانات الأليفة,26.323563,50.16545
shopping,الورود العبقة | fragrant roses,26.3781,50.100826
shopping,Fullah Flowers فله للزهور,26.372839,50.099802
shopping,سنتربيس | Centrepiece,26.340227,50.154738
shopping,Jau Flowers | جو فلاورز,26.31152,50.177051
shopping,Dhahran Flower Shop,26.309008,50.129114
shopping,Rose and Smile وردة وابتسامة للزهور,26.348017,50.134507
shopping,Flowers Hut,26.309965,50.171676
shopping,Petals,26.32311,50.160521
shopping,ورود وسن Wassan Flowers,26.332965,50.149717
shopping,Beach Flowers,26.328096,50.167689
shopping,غصون الورد,26.345188,50.146188
library,المكتبة العظمى بسنابس,26.580569,50.08516
library,مكتبة ناجز الأولى للخدمات الإلكترونية والنسخ والتصوير والطباعة,26.364254,50.074699
library,مكتبة ضوء الشرق للنسخ والتصوير,26.369187,50.080188
clinic,Chemistry Lab - CPP students,26.326901,50.13791
clinic,Exploration Core Laboratory B-3170,26.303261,50.113774
clinic,Core Laboratories Center B-3177 مركز مختبرات الصخور,26.303641,50.116723
clinic,LAB7,26.332805,50.119189
clinic,مختبر الخليج الطبيه,26.272826,50.216291
clinic,Optical Club Mall of Dhahran - اوبتيكال كلوب الظهران مول,26.304813,50.171438
clinic,Optical Club Dhahran - اوبتيكال كلوب ظهران,26.337443,50.153358
clinic,AL-DULIMAN OPTICS الدليمان للبصريات,26.338297,50.15265
clinic,Doctor M - Al Dhahran Mall Gate-2,26.308626,50.171064
clinic,Noor Lens نور لنز,26.265438,50.070563
clinic,eyewa Mall of Dhahran 2 - ايوا مول الظهران2,26.304738,50.172306
clinic,eyewa Amwaj Mall - ايوا امواج مول,26.309697,50.171815
clinic,مجال الرؤية للنظارات,26.325095,50.1664
clinic,eyewa Aldoha district - ايوا حي الدوحة,26.337313,50.153438
clinic,Panorama Opticals,26.322266,50.157398
clinic,Sunglass Hut,26.303781,50.168684
clinic,Field of Vision,26.345403,50.137131
clinic,GRAND EYEWEAR OPTICS,26.307046,50.174409
salon,mrwash Spa & Hammam,26.343575,50.147922
salon,RELAX and REST SPA,26.342563,50.149543
salon,مساج منـزلي الظهران,26.264187,50.068063
salon,Creative Sensation Radisson Hotel,26.305884,50.177737
salon,Hola spa,26.312307,50.177701
salon,مساج بحر الشرق,26.345985,50.145378
salon,فيه صالون و سبا | Fayya Salon & Spa,26.352458,50.210666
salon,La Lune Chalet,26.499444,50.001583
salon,مساج هدوء الشرق حي الجامعة الظهران,26.349757,50.132754
salon,Dawan Complex,26.343555,50.147884
salon,Hush Beauty Spa & Getaway,26.337269,50.20152
salon,Al Khobar Home Wellness Care,26.220702,50.059291
salon,Isle studio & spa,26.30641,50.183183
salon,XB SPA اكس بي مساج,25.403635,49.580514
salon,30 Degrees Barbershop,26.345022,50.146405
salon,Espada,26.338234,50.153024
salon,Golden Time Salon,26.325149,50.166368
salon,صالون متعب للحلاقة Metaeb Barbershop,26.323133,50.160731
salon,Shavery Salon شيفري للحلاقة,26.323641,50.112375
salon,الحفرة للحلاقة الرجالية Cukur Barbershop,26.371199,50.139961
salon,Barber Shop,26.309128,50.129543
salon,Danial Barber,26.340168,50.154587
salon,LUJO,26.313082,50.178372
salon,صالون الباشق فرع الدوحة,26.323373,50.162348
salon,NAMOOS BARBER SHOP,26.331534,50.16225
salon,Barber shop,26.314742,50.129384
salon,حلاق مطل القصور,26.347163,50.142287
salon,صالون الصقر Al-Sager Barber,26.347406,50.135117
salon,حلاق البطل الصغير للاطفال,26.323537,50.165088
salon,Style Salon Kids,26.305227,50.167292
salon,‏صالون احمد,26.348442,50.134049
salon,حلاق وجه الخير,26.348353,50.134716
salon,Rabwah Barber صالون ربوة,26.34621,50.13695
salon,صالون فخامة التألق,26.346071,50.13697
salon,صالون سمو,26.32721,50.167383
salon,صالون الطيار,26.345806,50.137289
salon,صالون طفل و رجل,26.347104,50.141519
salon,smart barber shop,26.372652,50.104621
salon,Silver Scissors Barber,26.333482,50.148913
salon,Scissor Cut,26.348936,50.133541
salon,صالون للحلاقة الرجالية,26.348921,50.134133
salon,Wid Alsager Saloon,26.34893,50.133548
salon,Salon al moda,26.322595,50.156804
salon,Return Salon,26.289385,50.214813
salon,صالون الخيل الأبيض,26.343984,50.162754
salon,صالون مصرى (ZS) للحلاقة الرجالية (حلاق مصري),26.288274,50.193579
salon,صالون ماي رام للحلاقة الرجالية,26.269455,50.190892
salon,صالون الغربية,26.274581,50.189611
salon,Al-Zaeem Al-Arabri Barber Shop,26.299923,50.198382
salon,كيتف للخياطة الرجالية - CATIVE,26.343643,50.147853
salon,Mitro khayt Tailor for Women Tailoring,26.348048,50.134454
salon,Anwar Al Fujaira Tailoring,26.347385,50.135138
salon,خياط احمد خياط نسائى,26.348345,50.1341
salon,Shahad Ladies Tailoring - خياط شهد للخياطة النسائية,26.348706,50.133778
salon,Al Shabab Tailoring,26.323266,50.161588
salon,International Center for Mens Thob Tailoring,26.345447,50.137649
salon,Shabab Tailoring | الشباب للخياطة,26.333506,50.148494
salon,خياط ودّان للخياطة الرجالية,26.326599,50.167174
salon,تاج ركين للخياطة الرجالية,26.265719,50.070942
salon,تاج النخبة للخياطة الرجالية,26.324127,50.165658
salon,مشغل خياط حياكة نسيج للخياطة - Heyakat Naseej Tailor,26.348418,50.134699
salon,خياط منال النسائى حى الدانه جنوبيه شارع عمر بن عبدالعز,26.326693,50.146053
salon,Dhahran Ladies Tailor | خياط أضواء الظهران,26.395265,50.092166
salon,خياط ملبس الهلال,26.276394,50.190878
salon,Ladies tailor,26.333493,50.148593
salon,الأشبال خياطة عسكرية,26.274564,50.19277
salon,Al-tala al-bahiyya for women's tailoring,26.437435,50.084624
salon,Kuwait tailor,26.210252,50.207475
salon,Boom track and taralers tarnsan porat,26.434662,50.037207
salon,شركة نجمة الصقور للخياطة | Al Saqoor Star Tailoring Company,26.446986,50.103819
salon,خياط فرحان للخياطة بدل رجال,26.274412,50.193143
salon,Alshafi Tailor,26.27254,50.193725
salon,Effecta Tailoring Accessories - افيكتا لوازم الخياطة,26.445722,50.101011
salon,فخامة دشداشتي للمستلزمات الرجالية فرع الدمام,26.408,50.058678
salon,التاج للخياطة الرجالية,26.410457,50.097733
salon,Ladies tailor,26.473218,50.118295
salon,Arabian luxury fabric tailor,26.423988,50.096697
salon,Tailor,26.442592,50.100387
salon,أيفرست للخياطة الرجالية,26.467923,50.047166
salon,الثوب المهيب للخياطة الرجالية,26.323058,50.162832
salon,انوارالظهران للخياطة الرجالية,26.347667,50.135419
salon,Naqshat Qamash,26.350005,50.133024
salon,ترانيم الأول للخياطة الرجالية,26.322563,50.158938
salon,خياط سكبه المشاهير للخياطة الرجالية,26.322553,50.159262
salon,Fakhama Tailor خياط الفخامة العربية,26.344318,50.138801
salon,ضاحية الديوان للخياطة الرجالية,26.208873,50.1925
salon,خياط ليالي الجزيره العربيه,26.275286,50.191874
salon,خياط الظهران,25.388377,49.548629
salon,خياط المميز للخياطة الرجالية,26.322797,50.158424
salon,خياط المدينة - هارون,26.26736,50.197646
salon,خياط الظهران البادية الرجالي,26.432737,50.093978
salon,الخيوط الأنيقة,26.271725,50.195438
salon,خياط البصمة للخياطة الرجالية,26.270494,50.195841
salon,خياط التكامل العصري النسائي,26.361671,50.064595
salon,خياط سعود,26.208898,50.192089
salon,خياط نجم الاسطوره,26.398927,50.041426
salon,خياط الكويت - للخياطة الرجالية,26.27662,50.194715
salon,خياط نسائي,26.323839,50.165739
salon,ضاحيه الديوان للخياطه المستلزمات الرجالية,26.362416,50.064302
laundry,مغاسل الجيل العالمية,26.3423,50.12923
laundry,Qusour Laundry,26.343673,50.162494
laundry,مغاسل الرهدن AlRahden Cleaners,26.265909,50.071305
laundry,مغاسل الرهدن,26.33847,50.152545
laundry,Al Fajr Laundry,26.333505,50.148235
laundry,مغاسل جورى,26.319224,50.158294
laundry,مغسلة الجبر Aljabr Laundry,26.346803,50.140264
laundry,مغاسل ميعاد,26.32651,50.145806
laundry,مغسلة سماء الدوحة,26.322554,50.159331
laundry,مغسلة الجبر Aljabr Laundry,26.370912,50.094825
laundry,Al Shalal Laundry,26.334169,50.148922
laundry,مغسلة الجبر Aljabr Laundry,26.373522,50.104128
laundry,مغاسل بلا موعد,26.33349,50.148685
laundry,مغسلة الأنهار,26.349851,50.133167
laundry,مغسلة الظهران,26.289611,50.210301
laundry,مغسلة الجبر Aljabr Laundry,26.326204,50.167002
laundry,مغسلة الفلك,26.349527,50.157262
laundry,Al-Berwas Express Laundry,26.340062,50.154722
laundry,مغسلة الفجر Alfajar Laundry,26.314422,50.148033
laundry,مغاسل مكان وزمان للملابس,26.34466,50.138441
laundry,مغسلة د. النظافة,26.367844,50.10538
shopping,Alazhar Stationery,26.344331,50.138788
shopping,قرطاسية أصداف الندى,26.351046,50.093939
shopping,Creativity Soul,26.300425,50.148353
shopping,Barq Al Rabwa Building Materials Est.(Electrical & Plumping shop). And electric plumbing maintenance,26.347819,50.134784
shopping,Hardware Store And Building Material Store,26.343563,50.162439
shopping,Materials Supply Building 1965,26.308621,50.124141
shopping,مؤسسة شلاع مواد بناء,26.343975,50.162741
shopping,Anmatt Al-Amar Wood Industries مصنع انماط العمار للصناعات الخشبيه,26.233728,49.996982
shopping,شركة مكارم النخبة للسيراميك والرخام والادوات الصحية,26.463515,50.024126
shopping,NPC DHAHRAN,26.231042,50.057486
shopping,The First System Trading Corporation,26.447923,50.040494
shopping,مدينة روسيا,26.46418,50.068427
shopping,RAFFY TRADING HOUSE (BUILDING MATERIAL HUB),26.455168,50.080305
shopping,Alamoudi Building Materials العمودي لمواد البناء والديكور,26.445957,50.051827
shopping,"KHOLOUD HUSSEIN EST FOR PLUMBING, ELECTRIC & BUILDING MATERIALS",26.463457,50.092494
shopping,Miraj East Trading Est.,26.450461,50.040799
shopping,شركة مدن الافق لمواد البناء والتشييد MODON AlOfoq Building Materials Company.,26.458276,50.047
shopping,الحلول المتكاملة للسباكة والكهرباء ومواد البناء,26.493546,50.04452
shopping,GYPTECH Al Khodaryah,26.456749,50.046802
shopping,Max Streicher,26.249511,50.003861
shopping,مؤسسة نقطة الاستواء للتجارة Equator point Trading Est.,26.45757,50.048059
shopping,Saudi Ekmal Trading Company LTD,26.422156,50.092003
shopping,AP Tools - Arab Pros Tools for Machinery and Equipment - شركة المحترفون العرب للالات و المعدات,26.444272,50.056849
shopping,Nahdi Building Materials and Electricity,26.217098,49.926142
shopping,Bitumat Company Limited,26.242491,49.984789
shopping,موسسة متعب المالكي لمواد البناء,26.457029,50.04818
shopping,مؤسسة الكف الأبيض التجارية | عوازل صوتية | عوازل حرارية | عوازل مائية,26.456245,50.048042
shopping,الزامل للعزل,26.453927,50.053233
shopping,مؤسسة صقور بيحان للحديد ومواد البناء,26.452011,50.048615
shopping,بناء الاتقان 1 Bena'a Aletqan,26.4067,50.036042
shopping,شركة تريو وود لتجارة الأخشاب و مواد بناء Trio Wood International,26.450782,50.052725
shopping,مؤسسة سقوف الجزيرة التجارية لمواد البناء والمعدات اليدوية,26.456538,50.048592
shopping,Abdul Aziz Al Mangour Trading Est.,26.446062,50.060309
shopping,ونش بلاستر نجوم البناء والعوازل التجاريه,26.464796,50.034136
shopping,ceiling trading co Branch 2,26.457799,50.045833
shopping,الولايه لمواد البناء جبس شعر,26.457346,50.045849
shopping,مؤسسة الجسر الصلب,26.459318,50.046772
gym,Al-Midra Recreation Center,26.32339,50.112108
gym,ERCA GROUNDS,26.201582,50.112216
gym,Al Munirah Tennis Courts,26.315397,50.12938
gym,Khobar Running Crew,26.40535,50.186487
gym,Canyon Road Padel Court,26.292092,50.133833
gym,Al Taraji Sports Club,26.504737,49.979698
gym,Laith Bowling Alley,26.323196,50.164542
gym,Tanadoh For Swimming Pool,26.33067,50.162276
gym,Hills Swimming Pools,26.290844,50.105381
gym,Azura Private Ladies Beach,26.188509,50.019852
gym,كورنيش للسباحة,26.141181,50.076537
gym,AlQadsiah Swimming Academy - Jebel Heights,26.28974,50.101458
gym,Farha Swimming Pool - Saudi Aramco,25.935936,49.672328
gym,AP Race Swimming Academy - ISG | أكاديمية أي بي ريس للسباحة مدارس المجموعة العالمية,26.186498,50.126804
gym,Palm Springs Compound (Abdullah Fouad Compound),26.371669,50.170741
gym,مسابح,26.081313,50.002422
gym,ماربيلا كمباوند Marbella Compound السليمان العقارية,26.338114,50.15316
gym,South Swimming pool,26.716175,50.083269
gym,مسبح منتجع شاطئ النخيل,26.189934,50.019792
gym,شاليه خاص مع مسبح وبحر في الخبر,26.1947,50.023883
gym,شاطئ ارامكو,26.124545,50.087097
gym,منتجع وشاطيء تمارا نصف القمر بالخبر,26.030747,49.993351
park,مركز الطفل الصغيرللفنون (لتل بامبينو),26.309448,50.175807
park,Kids Playing Area,26.772118,50.034365
park,Kids Play Area,26.751526,50.051713
park,ADES Camp Saudi,26.249321,50.043528
park,"Banana beach half moon, Dhahran",26.205758,50.02764
park,Kids avenuee,26.236125,50.039302
park,Pirate Ship Playground,26.294835,50.129369
park,Kids fun zone 2,26.494896,50.052216
park,Kids Play Area,26.254514,50.077572
park,Kids playland مركز أرض اللعب للترفيه,26.49435,50.043213
park,"Toys ""R"" Us",26.309037,50.173566
park,تشكي تشيز | Chuck E Cheese,26.309424,50.173317
park,Half Moon Bay Coast Guard Center (diving permit),26.201983,50.038174
park,خليج الدانة - Dana Bay,26.084879,49.998895
park,Aramco Beach,26.130415,50.07823
park,شاطى نصف القمر,26.125582,49.99233
park,HALF MOON BEACH,26.114712,49.987592
park,EAST COAST ADVERTISING AGENCY,26.436597,50.101544
park,Half Moon Beach,26.183294,50.060733
park,Amwaj Beach,26.141818,50.001752
park,منتجع شاطئ النخيل,26.187728,50.01625
park,STARS COAST East-مؤسسة ساحل النجوم التجارية,26.428407,50.105965
park,Gulf Sea Trading EST,26.156312,50.12741
park,Coasts Of Eastern Gulf Trading Est.,26.44347,50.113475
park,REDTAG,26.31044,50.170171
library,Dhahran Cultural Center - Seraj,26.318804,50.159054
library,Youth Center 3rd street,26.30209,50.137488
library,Ithra Direct Access,26.326396,50.127628
library,Youth Hub (Aramco),26.315642,50.130526
transport,Half Moon Yacht Association,26.125659,50.085345
transport,Darin Seaport,26.539994,50.08572
transport,ITCO Dammam branch - Port1 - شركة الاخشاب العالمية فرع الدمام - ميناء ١,26.430871,50.174003
transport,Eradat Terminal,26.310129,50.053745
transport,Dhahran Bus Terminal - ABQ OLD ROAD,26.315149,50.09926
transport,Almaidan,26.314911,50.146734
transport,Munirah Bus station No.42,26.314403,50.130051
transport,Bus Stop,26.29877,50.108482
transport,Golf Course Bus Stop,26.300831,50.109836
transport,محطة حافلات المدينة الصناعية الثانية.,26.245904,49.981392
transport,Al Ahsa Bus Terminal - Saudi Aramco,25.356631,49.523227
transport,Dhahran,26.312619,50.178274
transport,Safar Taxi Office,26.314142,50.147691
transport,Samara Land Transportation Services Company (Head Office),26.293219,50.172629
transport,Dammam to Riyadh taxi,26.451136,50.105332
transport,MRTHD GROUP,26.281731,50.211828
transport,AL DANA INTERNATIONAL,26.362635,50.035404
transport,Majestic Taxi Services,26.315992,50.131681
transport,Thari Taxi,26.331158,50.162312
transport,Exit 7 Jubail Dhahran highway to Jubail Industrial port,27.062989,49.604552
transport,Dhahran Rd,27.156697,49.568738
hospital,Saudi Red Crescent Authority (SRCA),26.646008,49.927875
hospital,مركز إسعاف الخرسانية,26.913809,49.446101
project,Dammam Saudi Arabia,26.448967,50.116865
project,Maban Real Estate,26.456589,50.11516
project,إحياء العقارية,26.456772,50.11517
project,Al Dammam Development Company,26.460535,50.120607
project,Dammam Southern Housing Project,26.341999,49.985199
project,Real Estate Projects Development Center,26.452391,50.073682
project,Maras development real estate company,26.436174,50.125583
project,شركة أوان الشرقية للمقاولات العامة والخدمات العقارية,26.450043,50.108579
project,JAWAAHEER ROOM,26.46886,50.090344
project,East & West Real Estate Development Company,26.373466,50.16963
project,شركة روانا للتطوير والاستثمار العقاري Rowana Real Estate Development & Investment,26.306248,50.189438
project,شركة تمكين للاستثمار والتطوير العقاري,26.407404,50.137948
project,Aldhafer Real Estate Office,26.411336,50.114971
project,Housing Project Ritan,26.429861,50.047493
project,Huya Realestate,26.435674,50.12456
project,Alsalimi Company,26.448065,50.117976
project,شركة دليل العقارية,26.382094,50.09831
project,Alargan Projects,26.42873,50.136181
project,ورشة المثلث الشرقي للنجارة والألمنيوم,26.452665,50.042296
project,منزل عبدالكريم محمد الممتن - اثنينا نضويها,26.460331,50.054875
project,"Building 2, Dammam Housing",26.416139,50.125222
project,Abdul Rahman S. Al Bassam & Sons (Lolwa Building) Block A (5th Floor),26.445891,50.108298
project,مؤسسة املاك النخبة للمقاولات العامة,26.45583,50.081102
project,لوكسري هاوسينج luxury housing,26.40725,50.137692
project,شركة أطياف الشرق للاستثمار والتطوير العقاري,26.453654,50.080769
project,المنافذ الأولى للتطوير العقاري,26.356063,50.099187
project,شركة المنارة الذهبية للاستشارات الهندسية Al-Manarah Al-Thahabiya Company for Engineering Consultancy,26.454187,50.060812
project,مؤسسة اطياف الشروق للمقاولات العامة,26.451774,50.080839
project,وعد العربية العقارية,26.458652,50.083533
project,ايواء الخليج العقاري,26.446107,50.079699
project,مساكن الفيصلية,26.412886,50.061204
project,الحي الخامس التاسع,26.443569,50.092012
project,Dammam,26.447631,50.099449
project,Future Vision Engineering Consultancy Co. Ltd,26.453063,50.126603
project,Elaf Gulf Real Estate Office,26.47585,50.062553
project,RTCC 91 Camp,26.430342,50.05502
project,شركة ادارة مرافق للاستثمار,26.432308,50.050114
project,مجلس آل كلثم الصيعر,26.377721,50.181435
project,مجموعه سعد الزهراني للعقارات واداره الاملاك,26.437986,50.071995
project,مؤسسة سامان نجد للمقاولات العامة,26.422359,50.110676
project,Dammam Housing Sub Station 4,26.335077,49.999177
project,وجهة الواجهة السكني | NHC - AlWajeha,26.333562,50.004063
project,Al-Dhawahi Project,26.351949,50.077068
project,New Dammam الدمام الجديد,26.436368,50.151628
project,بيوت الفرسان - الأرجان,26.364677,49.97386
project,AlFadhili Field Housing Company for Real Estate Development,26.414907,50.160357
project,مجلس يوسف بن احمد الدوسري و اخوانه,26.361107,50.140989
project,مشروع وعد السكني,26.457694,49.988495
project,Asma Rassam AL Mutairi Company,26.368932,50.035517
project,Dammam Iskan - Building 13,26.413694,50.123748
project,East Dammam Camp,26.41203,50.189042
project,tamkean project,26.380327,50.126461
project,Housing Project Mishraq,26.381831,50.041443
project,Ajyal Project,26.275048,50.06734
project,Funda Villas,26.376228,50.11898
project,East Dammam Housing Development 115/13.8kV Substation,26.380083,50.171745
project,جمعية تريعه الحسناب,26.44664,50.083788
project,Amiantit Camp,26.388263,50.131702
project,Saqifah accommodation,26.417036,50.162204
project,AA Villas Compound,26.36329,50.09151
project,Yasmeen Complex,26.416688,50.122318
