city_ar,district_ar,property_type_ar,year,quarter,target_median_price_per_sqm,deals_count,std_price,min_price,max_price,iqr_price,prev_year_median_price_per_sqm,latitude,longitude,dist_school_km,dist_hospital_km,dist_mall_km,count_school_3km,count_hospital_3km,count_mall_3km,year_quarter_idx,baseline_price_per_sqm,baseline_log,target_log,target_resid
الخبر,38/ 2,قطعة أرض-سكنى,2023,1,1970.0,16,0.0,1970.0,1970.0,0.0,1900.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8093,1850.5980168056403,7.523804338085922,7.58629630715272,0.06249196906679799
الخبر,43/ 2,قطعة أرض-سكنى,2019,3,898.0,10,167.64529353502428,500.0,1134.0,153.5,797.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8079,1970.0,7.58629630715272,6.80128303447162,-0.7850132726811001
الخبر,489/ 2,قطعة أرض-تجارى,2020,3,571.0,10,21.884545536367266,550.0,596.0,46.0,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8083,1850.5980168056403,7.523804338085922,6.349138991379798,-1.1746653467061243
الخبر,489/ 2,قطعة أرض-سكنى,2020,3,596.0,10,51.5477125260342,550.0,686.0,43.75,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8083,1434.0,7.268920128193722,6.391917113392602,-0.8770030148011196
الخبر,أخرى,قطعة أرض-تجارى,2021,1,1599.5,24,1420.527264836873,533.0,6617.0,1207.5,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8085,571.0,6.349138991379798,7.378071359409918,1.0289323680301203
الخبر,أخرى,قطعة أرض-تجارى,2021,2,2300.0,16,1090.0446760721934,666.0,4157.0,1020.25,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8086,1599.5,7.378071359409918,7.741099090035366,0.3630277306254479
الخبر,أخرى,قطعة أرض-تجارى,2021,3,2768.0,11,1835.1356600832244,534.0,7577.0,1324.0,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8087,1949.75,7.575969192996871,7.926241523170962,0.3502723301740911
الخبر,أخرى,قطعة أرض-تجارى,2021,4,1013.5,14,1315.5470700079845,540.0,5119.0,1697.75,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8088,2300.0,7.741099090035366,6.922151159265869,-0.8189479307694967
الخبر,أخرى,قطعة أرض-تجارى,2025,4,3081.05539592586,18,1992.279001018781,1260.0,7222.222222222223,3419.0,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8104,1949.75,7.575969192996871,8.033351989737303,0.4573827967404327
الخبر,أخرى,قطعة أرض-سكنى,2021,1,1850.0,235,2273.577589673327,500.0,14883.0,2091.0,820.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8085,898.0,6.80128303447162,7.523481312573497,0.7221982781018772
الخبر,أخرى,قطعة أرض-سكنى,2021,2,2100.0,147,1655.5810566030161,579.0,10986.0,1513.5,820.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8086,1850.0,7.523481312573497,7.650168700845001,0.1266873882715034
الخبر,أخرى,قطعة أرض-سكنى,2021,3,2300.0,123,2876.382281058846,520.0,17203.0,1761.0,820.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8087,1975.0,7.588829878307813,7.741099090035366,0.15226921172755326
الخبر,أخرى,قطعة أرض-سكنى,2021,4,2380.0,118,1697.8054545315424,515.0,9521.0,1290.25,820.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8088,2100.0,7.650168700845001,7.7752758464868625,0.12510714564186198
الخبر,أخرى,قطعة أرض-سكنى,2025,3,3749.0,61,2589.9923252412827,651.0,12902.0,1294.0,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8103,2200.0,7.696667081526462,8.229511118964457,0.5328440374379948
الخبر,أخرى,قطعة أرض-سكنى,2025,4,3887.255169561621,234,3186.6645739658493,537.0,15181.297535049942,2942.0,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8104,2300.0,7.741099090035366,8.265715793458055,0.524616703422689
الخبر,أخرى,قطعة أرض-سكنى,2026,1,3495.5,48,2989.07932875648,518.0,13320.0,2220.0,3818.1275847808106,26.3,50.1,1.183,0.496,0.525,34,65,89,8105,2340.0,7.75833346749091,8.159517747143921,0.40118427965301073
الخبر,اشبيليا,قطعة أرض-تجارى,2025,4,3599.0,13,758.1024524325793,2050.0,3700.0,1640.0,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8104,1949.75,7.575969192996871,8.1886891244442,0.6127199314473302
الخبر,اشبيليا,قطعة أرض-سكنى,2016,2,1714.0,17,1058.3983494773936,1275.0,5687.0,707.0,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8066,2340.0,7.75833346749091,7.44716835960004,-0.3111651078908704
الخبر,اشبيليا,قطعة أرض-سكنى,2017,1,2983.0,10,719.917402669686,1800.0,3500.0,1327.75,2310.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8069,1714.0,7.44716835960004,8.001019961323651,0.5538516017236113
الخبر,اشبيليا,قطعة أرض-سكنى,2025,4,3737.0386979603245,60,930.2630997577376,1273.0,6342.154400875668,565.5756630177475,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8104,2348.5,7.761957818542871,8.226316340546276,0.46435852200340566
الخبر,اشبيليا,قطعة أرض-سكنى,2026,1,3700.0,39,890.9551494169638,1650.0,7718.0,819.5,3995.2693489801622,26.3,50.1,1.183,0.496,0.525,34,65,89,8105,2983.0,8.001019961323651,8.216358332386156,0.2153383710625043
الخبر,الأمواج,قطعة أرض-سكنى,2019,2,571.0,15,887.8403545897737,571.0,3810.0,35.0,2428.5,26.139912,50.14352,1.194,3.892,1.103,5,0,10,8078,3597.75,8.188341841926386,6.349138991379798,-1.839202850546588
الخبر,الأمواج,قطعة أرض-سكنى,2019,3,600.0,34,355.0112649162965,567.0,2670.0,53.0,2428.5,26.139912,50.14352,1.194,3.892,1.103,5,0,10,8079,571.0,6.349138991379798,6.398594934535208,0.0494559431554098
الخبر,الأندلس,قطعة أرض-سكنى,2025,4,3457.719011922215,13,262.14374409828,3000.0,3800.0,350.0,2048.0,26.32102,50.18589,0.183,1.269,0.591,104,102,105,8104,3239.25,8.083405766303484,8.148653571732403,0.06524780542891939
الخبر,الامواج,قطعة أرض-تجارى,2019,2,600.0,12,594.5853915786931,594.0,2133.0,23.5,2664.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8078,2300.0,7.741099090035366,6.398594934535208,-1.3425041555001584
الخبر,الامواج,قطعة أرض-تجارى,2019,4,629.0,30,64.92414672204944,530.0,728.0,118.75,2664.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8080,600.0,6.398594934535208,6.4457198193855785,0.04712488485037092
الخبر,الامواج,قطعة أرض-تجارى,2020,1,725.0,28,361.9247981609018,664.0,2629.0,22.25,624.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8081,614.5,6.4224349456245085,6.587550014824796,0.1651150692002874
الخبر,الامواج,قطعة أرض-تجارى,2020,4,900.0,25,474.5187140672115,561.0,2891.0,539.0,624.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8084,629.0,6.4457198193855785,6.803505257608338,0.3577854382227592
الخبر,الامواج,قطعة أرض-تجارى,2021,1,1000.0,13,99.9111785024258,875.0,1100.0,201.0,779.25,26.3,50.1,1.183,0.496,0.525,34,65,89,8085,677.0,6.519147287940395,6.90875477931522,0.3896074913748251
الخبر,الامواج,قطعة أرض-تجارى,2021,2,950.0,55,145.0817672621863,550.0,1199.0,33.0,779.25,26.3,50.1,1.183,0.496,0.525,34,65,89,8086,725.0,6.587550014824796,6.85751406254539,0.26996404772059446
الخبر,الامواج,قطعة أرض-تجارى,2021,3,950.0,38,609.836296038421,650.0,3316.0,180.0,779.25,26.3,50.1,1.183,0.496,0.525,34,65,89,8087,812.5,6.7013459266590925,6.85751406254539,0.15616813588629785
الخبر,الامواج,قطعة أرض-تجارى,2021,4,1150.0,35,595.5726895782147,599.0,3128.0,173.5,779.25,26.3,50.1,1.183,0.496,0.525,34,65,89,8088,900.0,6.803505257608338,7.048386408721883,0.24488115111354514
الخبر,الامواج,قطعة أرض-سكنى,2016,1,3075.5,12,823.0826019889921,640.0,4154.0,596.25,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8065,3220.3595059611075,8.077558756254454,8.031547866180546,-0.04601089007390868
الخبر,الامواج,قطعة أرض-سكنى,2016,2,1684.0,14,1239.968946793019,700.0,3272.0,2483.0,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8066,3075.5,8.031547866180546,7.429520842786462,-0.6020270233940836
الخبر,الامواج,قطعة أرض-سكنى,2017,1,550.0,11,1178.766142278365,550.0,2987.0,2230.0,3075.5,26.3,50.1,1.183,0.496,0.525,34,65,89,8069,2379.75,7.7751708430741555,6.311734809152915,-1.4634360339212407
الخبر,الامواج,قطعة أرض-سكنى,2017,2,577.0,12,705.8129849308311,508.0,2469.0,57.75,3075.5,26.3,50.1,1.183,0.496,0.525,34,65,89,8070,1684.0,7.429520842786462,6.359573868672378,-1.0699469741140843
الخبر,الامواج,قطعة أرض-سكنى,2017,4,700.0,11,819.0961426530409,610.0,2696.0,765.0,3075.5,26.3,50.1,1.183,0.496,0.525,34,65,89,8072,1130.5,7.031299465073592,6.55250788703459,-0.47879157803900174
الخبر,الامواج,قطعة أرض-سكنى,2019,1,596.5,22,515.04125838179,538.0,2432.0,42.75,2571.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8077,700.0,6.55250788703459,6.392754283805666,-0.15975360322892396
الخبر,الامواج,قطعة أرض-سكنى,2019,2,594.0,54,524.6163714342124,500.0,2933.0,57.0,2571.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8078,648.25,6.475817850542858,6.38856140554563,-0.08725644499722751
الخبر,الامواج,قطعة أرض-سكنى,2019,3,615.0,63,302.7744222064465,505.0,2400.0,68.5,2571.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8079,596.5,6.392754283805666,6.423246963533519,0.0304926797278533
الخبر,الامواج,قطعة أرض-سكنى,2019,4,651.5,86,352.3374587172381,502.0,3380.0,52.0,2571.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8080,605.75,6.4081168446067105,6.480811139196849,0.07269429459013832
الخبر,الامواج,قطعة أرض-سكنى,2020,1,741.0,34,766.6499781179848,675.0,3662.0,125.0,605.75,26.3,50.1,1.183,0.496,0.525,34,65,89,8081,605.75,6.4081168446067105,6.60934924316738,0.20123239856066988
الخبر,الامواج,قطعة أرض-سكنى,2020,2,2857.0,25,838.6251387439643,704.0,3890.0,457.0,605.75,26.3,50.1,1.183,0.496,0.525,34,65,89,8082,605.75,6.4081168446067105,7.957877358489813,1.5497605138831023
الخبر,الامواج,قطعة أرض-سكنى,2020,3,920.0,31,674.3848539096914,603.0,2741.0,838.5,605.75,26.3,50.1,1.183,0.496,0.525,34,65,89,8083,633.25,6.452443198479391,6.825460036255307,0.373016837775916
الخبر,الامواج,قطعة أرض-سكنى,2020,4,900.0,83,600.8070258247158,561.0,3476.0,240.0,605.75,26.3,50.1,1.183,0.496,0.525,34,65,89,8084,675.75,6.517301928494411,6.803505257608338,0.28620332911392676
الخبر,الامواج,قطعة أرض-سكنى,2021,1,1050.0,81,685.0498524258231,679.0,4800.0,100.0,910.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8085,696.25,6.547144026507598,6.957497370876951,0.4103533443693532
الخبر,الامواج,قطعة أرض-سكنى,2021,2,950.0,137,286.8530980679646,500.0,3391.0,81.0,910.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8086,820.5,6.711131937477322,6.85751406254539,0.14638212506806791
الخبر,الامواج,قطعة أرض-سكنى,2021,3,1000.0,130,791.5775452456631,500.0,4230.0,160.0,910.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8087,910.0,6.814542897259958,6.90875477931522,0.09421188205526221
الخبر,الامواج,قطعة أرض-سكنى,2021,4,1124.5,136,649.0443619842401,731.0,4156.0,100.0,910.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8088,935.0,6.841615476477592,7.025982660346787,0.18436718386919537
الخبر,الامواج,قطعة أرض-سكنى,2023,1,1333.0,13,832.9180093240932,734.0,2948.0,1649.0,1386.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8093,975.0,6.883462586413092,7.195937226475569,0.3124746400624767
الخبر,الامواج,قطعة أرض-سكنى,2025,3,1150.0,35,429.1212008768814,845.0,2590.0,208.5,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8103,1025.0,6.933423025730715,7.048386408721883,0.11496338299116804
الخبر,الامواج,قطعة أرض-سكنى,2025,4,1200.0,94,634.5215918293256,729.0,3343.752271570837,447.25,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8104,1025.0,6.933423025730715,7.0909098220799835,0.15748679634926877
الخبر,الامواج,قطعة أرض-سكنى,2026,1,1000.0,15,1215.493754268884,894.0,4574.0,870.5,1175.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8105,1087.25,6.992326180432407,6.90875477931522,-0.08357140111718664
الخبر,البحر,قطعة أرض-تجارى,2021,1,1600.0,17,291.32175965255135,1250.0,2200.0,370.0,2048.0,26.357881,50.226128,1.228,1.51,0.895,20,26,15,8085,925.0,6.8308742346461795,7.3783837129967145,0.547509478350535
الخبر,البحر,قطعة أرض-تجارى,2021,2,2000.0,15,226.92064902159294,1500.0,2200.0,350.0,2048.0,26.357881,50.226128,1.228,1.51,0.895,20,26,15,8086,1600.0,7.3783837129967145,7.601402334583733,0.2230186215870189
الخبر,البحر,قطعة أرض-سكنى,2021,1,1700.0,76,411.40556397571413,842.0,4632.0,250.0,2048.0,26.357881,50.226128,1.228,1.51,0.895,20,26,15,8085,1087.25,6.992326180432407,7.438971592395862,0.44664541196345464
الخبر,البحر,قطعة أرض-سكنى,2021,2,1926.0,49,262.66161367683645,1100.0,2600.0,202.0,2048.0,26.357881,50.226128,1.228,1.51,0.895,20,26,15,8086,1700.0,7.438971592395862,7.563719668414366,0.12474807601850468
الخبر,البحر,قطعة أرض-سكنى,2021,3,2049.5,14,482.87793943770555,1180.0,2800.0,702.25,2048.0,26.357881,50.226128,1.228,1.51,0.895,20,26,15,8087,1813.0,7.503289630675082,7.625838944832114,0.12254931415703219
الخبر,البحر,قطعة أرض-سكنى,2021,4,2100.0,27,710.4107876288812,1310.0,5161.0,125.0,2048.0,26.357881,50.226128,1.228,1.51,0.895,20,26,15,8088,1926.0,7.563719668414366,7.650168700845001,0.08644903243063418
الخبر,البحر,قطعة أرض-سكنى,2025,4,5919.439998616723,106,1945.994297768497,2650.0,8277.529761904761,4315.323330201238,2048.0,26.357881,50.226128,1.228,1.51,0.895,20,26,15,8104,1987.75,7.595261579651996,8.686166049206816,1.09090446955482
الخبر,البحيرة,قطعة أرض-تجارى,2021,4,2913.5,10,1169.4868247797122,1900.0,5371.0,1730.25,1892.0,26.189871,50.178971,0.214,0.763,0.27,32,32,51,8088,975.0,6.883462586413092,7.977453557485604,1.093990971072512
الخبر,البحيرة,قطعة أرض-سكنى,2021,1,1430.0,36,1425.5069148501925,539.0,4875.0,2794.0,2703.0,26.189871,50.178971,0.214,0.763,0.27,32,32,51,8085,1813.0,7.503289630675082,7.266128779556451,-0.23716085111863094
الخبر,البحيرة,قطعة أرض-سكنى,2021,2,3480.0,20,1500.5216636749683,539.0,4649.0,2516.75,2703.0,26.189871,50.178971,0.214,0.763,0.27,32,32,51,8086,1430.0,7.266128779556451,8.15507488781144,0.8889461082549888
الخبر,البحيرة,قطعة أرض-سكنى,2021,3,3352.0,15,1138.656882137062,1500.0,4986.0,1476.5,2703.0,26.189871,50.178971,0.214,0.763,0.27,32,32,51,8087,2455.0,7.806289289267033,8.117610746466228,0.31132145719919535
الخبر,البحيرة,قطعة أرض-سكنى,2021,4,1737.5,16,1231.9616724963485,520.0,4533.0,1795.0,2703.0,26.189871,50.178971,0.214,0.763,0.27,32,32,51,8088,3352.0,8.117610746466228,7.460777951447916,-0.6568327950183122
الخبر,البحيرة,قطعة أرض-سكنى,2022,1,1440.0,10,824.0064724664891,1150.0,3529.0,1115.75,2544.75,26.189871,50.178971,0.214,0.763,0.27,32,32,51,8089,2544.75,7.842180581051775,7.273092595999522,-0.5690879850522528
الخبر,البحيره,قطعة أرض-تجارى,2016,1,2800.0,11,1505.6808487132384,916.0,4961.0,2315.5,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8065,1075.0,6.98100574072173,7.937731775260109,0.956726034538379
الخبر,البحيره,قطعة أرض-تجارى,2017,1,950.0,10,504.768472778472,950.0,2551.0,0.0,3362.5,26.3,50.1,1.183,0.496,0.525,34,65,89,8069,2800.0,7.937731775260109,6.85751406254539,-1.0802177127147186
الخبر,البحيره,قطعة أرض-تجارى,2020,1,1397.0,13,1404.8978838700568,571.0,5149.0,1496.0,1481.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8081,1875.0,7.53689712956617,7.242797922793756,-0.2940992067724144
الخبر,البحيره,قطعة أرض-سكنى,2016,1,3750.0,12,1929.0376368918921,887.0,5139.0,3760.75,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8065,2074.75,7.63807781314214,8.229777750081887,0.5916999369397464
الخبر,البحيره,قطعة أرض-سكنى,2016,2,4740.5,16,1074.6489019675216,1000.0,5139.0,1225.0,2048.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8066,3750.0,8.229777750081887,8.464108820323782,0.23433107024189503
الخبر,البحيره,قطعة أرض-سكنى,2017,1,1083.0,20,1482.6219875257268,733.0,4892.0,2586.5,3548.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8069,4245.25,8.353791519474793,6.988413181999592,-1.3653783374752013
الخبر,البحيره,قطعة أرض-سكنى,2017,4,3205.0,11,422.026647155237,2536.0,4133.0,179.5,3548.0,26.3,50.1,1.183,0.496,0.525,34,65,89,8072,3750.0,8.229777750081887,8.072779333169498,-0.1569984169123888
الخبر,البحيره,قطعة أرض-سكنى,2019,2,2327.0,17,1202.6067764749746,749.0,4861.0,1839.0,2809.5,26.3,50.1,1.183,0.496,0.525,34,65,89,8078,3477.5,8.154356445363696,7.752764808851328,-0.40159163651236796
الخبر,البحيره,قطعة أرض-سكنى,2019,3,782.5,16,1066.5618828741256,676.0,4051.0,440.5,2809.5,26.3,50.1,1.183,0.496,0.525,34,65,89,8079,3205.0,8.072779333169498,6.6637710617960755,-1.4090082713734224
الخبر,البحيره,قطعة أرض-سكنى,2019,4,1025.0,22,1265.7542692520813,920.0,3970.0,2157.25,2809.5,26.3,50.1,1.183,0.496,0.525,34,65,89,8080,2766.0,7.925518979786926,6.933423025730715,-0.9920959540562109
الخبر,البندرية,قطعة أرض-سكنى,2016,1,4342.0,11,2687.0310686027365,704.0,7687.0,4664.0,2048.0,26.307382,50.213584,0.152,0.153,0.221,79,147,184,8065,1883.5,7.5414178127071905,8.376320632534823,0.834902819827632
الخبر,البندرية,قطعة أرض-سكنى,2025,4,4801.070946603517,34,1082.7932972754327,2124.0,7481.446013885563,1169.5695366852133,2048.0,26.307382,50.213584,0.152,0.153,0.221,79,147,184,8104,4342.0,8.376320632534823,8.476802551058464,0.10048191852364141
الخبر,التحلية,قطعة أرض-تجارى,2021,1,718.0,77,1029.6234700553687,500.0,6685.0,271.0,1225.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8085,1498.5,7.312886998189064,6.577861357721047,-0.7350256404680167
الخبر,التحلية,قطعة أرض-تجارى,2021,2,963.0,59,703.4187393381934,514.0,4686.0,473.0,1225.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8086,718.0,6.577861357721047,6.871091294610546,0.2932299368894986
الخبر,التحلية,قطعة أرض-تجارى,2021,3,1017.0,27,1109.0232477737175,571.0,4408.0,953.5,1225.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8087,840.5,6.735186013630861,6.925595197110468,0.19040918347960734
الخبر,التحلية,قطعة أرض-تجارى,2021,4,950.0,52,725.3356998321399,532.0,4109.0,242.0,1225.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8088,963.0,6.871091294610546,6.85751406254539,-0.013577232065155265
الخبر,التحلية,قطعة أرض-تجارى,2025,4,829.2727272727273,14,658.056043003505,696.0,2620.0,421.8877551020407,2048.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8104,956.5,6.864325721054801,6.721754233893308,-0.1425714871614927
الخبر,التحلية,قطعة أرض-سكنى,2016,1,1922.0,42,1504.3625582738866,571.0,5786.0,2766.25,2048.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8065,2766.0,7.925518979786926,7.56164174558878,-0.36387723419814577
الخبر,التحلية,قطعة أرض-سكنى,2016,2,3084.0,45,1430.7465565539237,633.0,5689.0,2611.0,2048.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8066,1922.0,7.56164174558878,8.034306936339489,0.4726651907507087
الخبر,التحلية,قطعة أرض-سكنى,2016,3,3571.0,17,1168.1448999815652,900.0,4433.0,1045.0,2048.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8067,2503.0,7.825644732219989,8.18088094199639,0.35523620977640125
الخبر,التحلية,قطعة أرض-سكنى,2016,4,3247.0,26,1245.4053699035567,733.0,5243.0,1443.75,2048.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8068,3084.0,8.034306936339489,8.085794701281568,0.051487764942079295
الخبر,التحلية,قطعة أرض-سكنى,2017,1,1200.0,39,1133.5268888858616,784.0,4706.0,1820.0,3165.5,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8069,3165.5,8.060382155956486,7.0909098220799835,-0.9694723338765021
الخبر,التحلية,قطعة أرض-سكنى,2017,2,2595.0,21,1169.2424674202728,900.0,4433.0,2009.0,3165.5,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8070,3084.0,8.034306936339489,7.86172707782398,-0.17257985851550828
الخبر,التحلية,قطعة أرض-سكنى,2017,3,1627.5,18,1239.3253290568343,792.0,4287.0,1897.75,3165.5,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8071,2839.5,7.951735371997182,7.395414624716288,-0.5563207472808935
الخبر,التحلية,قطعة أرض-سكنى,2017,4,2088.0,25,1225.1055437525915,780.0,4200.0,2215.0,3165.5,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8072,2595.0,7.86172707782398,7.644440761556566,-0.21728631626741457
الخبر,التحلية,قطعة أرض-سكنى,2018,1,2960.0,17,1038.6651607599392,808.0,4462.0,1192.0,1857.75,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8073,2341.5,7.758974014112577,7.993282328101591,0.23430831398901386
الخبر,التحلية,قطعة أرض-سكنى,2018,2,1076.0,17,1069.4813441983151,665.0,3437.0,1786.0,1857.75,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8074,2777.5,7.929666492719976,6.981934677156389,-0.9477318155635874
الخبر,التحلية,قطعة أرض-سكنى,2018,3,1006.0,19,1055.0532094893608,644.0,3504.0,2064.5,1857.75,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8075,2341.5,7.758974014112577,6.914730892718563,-0.8442431213940145
الخبر,التحلية,قطعة أرض-سكنى,2018,4,1587.0,30,1076.9306234925682,507.0,4000.0,1973.0,1857.75,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8076,1857.75,7.527659497774365,7.370230641807081,-0.15742885596728406
الخبر,التحلية,قطعة أرض-سكنى,2019,1,1047.0,49,966.5317651589232,507.0,4265.0,609.0,1331.5,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8077,1607.25,7.3829019102911095,6.954638864880987,-0.42826304541012217
الخبر,التحلية,قطعة أرض-سكنى,2019,2,1000.0,27,1199.2073343543354,749.0,5265.0,1767.0,1331.5,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8078,1607.25,7.3829019102911095,6.90875477931522,-0.4741471309758891
الخبر,التحلية,قطعة أرض-سكنى,2019,3,1050.0,16,1017.4652962959802,850.0,3724.0,553.25,1331.5,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8079,1331.5,7.194812156039999,6.957497370876951,-0.23731478516304794
الخبر,التحلية,قطعة أرض-سكنى,2019,4,1714.0,35,1342.5617692313754,619.0,4912.0,2311.5,1331.5,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8080,1063.0,6.96979066990159,7.44716835960004,0.47737768969845007
الخبر,التحلية,قطعة أرض-سكنى,2020,1,1112.0,32,1321.755368452218,753.0,5334.0,1264.5,1048.5,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8081,1063.0,6.96979066990159,7.014814351275545,0.04502368137395507
الخبر,التحلية,قطعة أرض-سكنى,2020,2,1200.5,40,1536.500806236073,868.0,5320.0,2659.0,1048.5,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8082,1063.0,6.96979066990159,7.091326055176523,0.12153538527493346
الخبر,التحلية,قطعة أرض-سكنى,2020,3,2019.5,32,1117.1832519093607,529.0,3981.0,1817.75,1048.5,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8083,1081.0,6.9865664594064265,7.611100284518528,0.6245338251121018
الخبر,التحلية,قطعة أرض-سكنى,2020,4,1233.5,46,1133.8830050239424,857.0,4444.0,1695.5,1048.5,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8084,1156.25,7.05380177991138,7.118421308785234,0.06461952887385447
الخبر,التحلية,قطعة أرض-سكنى,2021,1,1083.0,250,905.8057074752726,500.0,4258.0,663.0,1217.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8085,1156.25,7.05380177991138,6.988413181999592,-0.06538859791178808
الخبر,التحلية,قطعة أرض-سكنى,2021,2,1136.0,172,778.5032366931324,519.0,4000.0,641.5,1217.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8086,1156.25,7.05380177991138,7.036148493750536,-0.017653286160843606
الخبر,التحلية,قطعة أرض-سكنى,2021,3,1600.0,121,813.8334898328734,500.0,4175.0,850.0,1217.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8087,1168.25,7.064117796605996,7.3783837129967145,0.31426591639071866
الخبر,التحلية,قطعة أرض-سكنى,2021,4,1547.5,178,781.216314238541,507.0,5076.0,742.0,1217.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8088,1217.0,7.1049654482698426,7.345041999413257,0.24007655114341464
الخبر,التحلية,قطعة أرض-سكنى,2022,1,2476.0,21,994.1616209507531,937.0,4762.0,1624.0,1341.75,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8089,1217.0,7.1049654482698426,7.814803429489359,0.7098379812195166
الخبر,التحلية,قطعة أرض-سكنى,2022,2,1749.0,13,1263.2308039715324,650.0,5354.0,1520.0,1341.75,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8090,1390.5,7.238137580965946,7.4673710669175595,0.22923348595161386
الخبر,التحلية,قطعة أرض-سكنى,2022,3,3560.0,12,1150.2322393957902,1500.0,4716.0,2135.0,1341.75,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8091,1573.75,7.361851808502038,8.177796683277778,0.8159448747757398
الخبر,التحلية,قطعة أرض-سكنى,2023,2,2254.0,11,6500.1993633762,714.0,17857.0,1210.5,2756.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8094,1573.75,7.361851808502038,7.720905251936779,0.35905344343474077
الخبر,التحلية,قطعة أرض-سكنى,2025,3,1886.0,31,1039.5053858984224,663.0,4395.0,1863.0,2048.0,26.18751,50.195773,0.367,0.693,0.692,28,35,59,8103,1674.5,7.4238669071773655,7.54274354536855,0.11887663819118455
