city_ar,district_ar,property_type_ar,growth_pct,growth_source,growth_confidence,yoy_growth_last_year_pct,yoy_volatility_3y,last_year
الخبر,الخبر/ الخزامى,قطعة أرض-تجارى,-9.26,district,high,-9.26,0.0,2026.0
الخبر,الخبر/ الخزامى,قطعة أرض-سكنى,-7.92,district,high,-7.92,0.0,2026.0
الخبر,الخبر/ الخور,قطعة أرض-تجارى,0.0,district,high,0.0,0.0,2026.0
الخبر,الخبر/ الخور,قطعة أرض-سكنى,29.41,district,high,29.41,0.0,2026.0
الخبر,الخبر/ الدرة,قطعة أرض-تجارى,46.09,district,high,46.09,0.0,2026.0
الخبر,الخبر/ الدرة,قطعة أرض-سكنى,113.33,district,high,113.33,0.0,2026.0
الخبر,الخبر/ الدوحة الجنوبية,قطعة أرض-تجارى,-41.29,district,high,-41.29,0.0,2026.0
الخبر,الخبر/ الدوحة الجنوبية,قطعة أرض-سكنى,-47.5,district,high,-47.5,0.0,2026.0
الخبر,الخبر/ الراكة الجنوبية,قطعة أرض-تجارى,100.62,district,high,100.62,0.0,2026.0
الخبر,الخبر/ الراكة الجنوبية,قطعة أرض-سكنى,74.38,district,high,74.38,0.0,2026.0
الخبر,الخبر/ الراكه,قطعة أرض-تجارى,43.43,district,high,43.43,0.0,2026.0
الخبر,الخبر/ الراكه,قطعة أرض-سكنى,53.08,district,high,53.08,0.0,2026.0
الخبر,الخبر/ الرجاء,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,الخبر/ الرجاء,قطعة أرض-سكنى,-1.89,district,high,-1.89,0.0,2026.0
الخبر,الخبر/ الروابى,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,الخبر/ الروابى,قطعة أرض-سكنى,12.03,district,high,12.03,0.0,2026.0
الخبر,الخبر/ الشراع,قطعة أرض-تجارى,16.05,district,high,16.05,0.0,2026.0
الخبر,الخبر/ الشراع,قطعة أرض-سكنى,-17.96,district,high,-17.96,0.0,2026.0
الخبر,الخبر/ الشفاء,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,الخبر/ الشفاء,قطعة أرض-سكنى,6.53,district,high,6.53,0.0,2026.0
الخبر,الخبر/ الصدفة,قطعة أرض-تجارى,20.83,district,high,20.83,0.0,2026.0
الخبر,الخبر/ الصدفة,قطعة أرض-سكنى,3.63,district,high,3.63,0.0,2026.0
الخبر,الخبر/ الصواري,قطعة أرض-تجارى,53.24,district,high,53.24,0.0,2026.0
الخبر,الخبر/ الصواري,قطعة أرض-سكنى,-14.35,district,high,-14.35,0.0,2026.0
الخبر,الخبر/ العقربية,قطعة أرض-تجارى,-33.29,district,high,-33.29,0.0,2026.0
الخبر,الخبر/ العقربية,قطعة أرض-سكنى,-26.4,district,high,-26.4,0.0,2026.0
الخبر,الخبر/ العقيق,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,الخبر/ العقيق,قطعة أرض-سكنى,17.8,district,high,17.8,0.0,2026.0
الخبر,الخبر/ العليا,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,الخبر/ العليا,قطعة أرض-سكنى,-36.84,district,high,-36.84,0.0,2026.0
الخبر,الخبر/ الكوثر,قطعة أرض-تجارى,33.44,district,high,33.44,0.0,2026.0
الخبر,الخبر/ الكوثر,قطعة أرض-سكنى,-22.23,district,high,-22.23,0.0,2026.0
الخبر,الخبر/ الكورنيش,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,الخبر/ الكورنيش,قطعة أرض-سكنى,-21.7,district,high,-21.7,0.0,2026.0
الخبر,الخبر/ اللؤلؤ,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,الخبر/ اللؤلؤ,قطعة أرض-سكنى,67.75,district,high,67.75,0.0,2026.0
الخبر,الخبر/ المرجان,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,الخبر/ المرجان,قطعة أرض-سكنى,-10.81,district,high,-10.81,0.0,2026.0
الخبر,الخبر/ الواحه,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,الخبر/ جنوب خط الانابيب,قطعة أرض-سكنى,1.74,district,high,1.74,0.0,2026.0
الخبر,الخبر/ جنوب غرب الانابيب,قطعة أرض-تجارى,29.84,district,high,29.84,0.0,2026.0
الخبر,الخبر/ جنوب غرب الانابيب,قطعة أرض-سكنى,-13.81,district,high,-13.81,0.0,2026.0
الخبر,الخبر/ جوهرة الدانة,قطعة أرض-تجارى,161.24,district,high,161.24,0.0,2026.0
الخبر,الخبر/ جوهرة الدانة,قطعة أرض-سكنى,22.86,district,high,22.86,0.0,2026.0
الخبر,الخبر/ شمال الخبر,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,الخبر/ صناعية الفوازية,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,الخبر/ صناعية الفوازية,قطعة أرض-سكنى,-35.44,district,high,-35.44,0.0,2026.0
الخبر,الخبر/ صناعية نتاج,قطعة أرض-سكنى,73.16,district,high,73.16,0.0,2026.0
الخبر,الخبر/ غرب الظهران,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,الخبر/ غرب الظهران,قطعة أرض-سكنى,2.83,district,high,2.83,0.0,2026.0
الخبر,الخبر/ غرب العزيزية,قطعة أرض-تجارى,218.14,district,high,218.14,0.0,2026.0
الخبر,الخبر/ غرب العزيزية,قطعة أرض-سكنى,-55.33,district,high,-55.33,0.0,2026.0
الخبر,الخبر/ قرطبة,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,الخبر/ قرطبة,قطعة أرض-سكنى,-5.01,district,high,-5.01,0.0,2026.0
الخبر,الخبر/ مدينة العمال,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,الخبر/ مدينة العمال,قطعة أرض-سكنى,15.3,district,high,15.3,0.0,2026.0
الخبر,الخبر/أخرى,قطعة أرض-تجارى,-19.45,district,high,-19.45,0.0,2026.0
الخبر,الخبر/أخرى,قطعة أرض-سكنى,-24.61,district,high,-24.61,0.0,2026.0
الخبر,الخزامى,قطعة أرض-سكنى,19.01,district,high,-4.32,26.06,2025.0
الخبر,الخور,قطعة أرض-سكنى,4.26,district,high,4.26,0.0,2026.0
الخبر,الدرة,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,الراكة الجنوبية,قطعة أرض-سكنى,-2.75,district,high,5.42,32.99,2026.0
الخبر,الراكة الشمالية,قطعة أرض-سكنى,81.49,district,high,81.49,0.0,2025.0
الخبر,الراكه,قطعة أرض-سكنى,48.09,district,high,123.01,67.32,2025.0
الخبر,الرجاء,قطعة أرض-سكنى,53.88,district,high,53.88,0.0,2022.0
الخبر,السفن,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,الشراع,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,الشراع,قطعة أرض-سكنى,-3.62,district,high,-6.87,52.41,2026.0
الخبر,الشفاء,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,الصدفة,قطعة أرض-تجارى,20.41,district,high,1.09,16.9,2023.0
الخبر,الصدفة,قطعة أرض-سكنى,6.87,district,high,-4.08,13.22,2025.0
الخبر,الصوارى,قطعة أرض-تجارى,35.12,district,high,-6.17,42.76,2023.0
الخبر,الصوارى,قطعة أرض-سكنى,13.74,district,high,4.37,9.71,2023.0
الخبر,الصواري,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,الصواري,قطعة أرض-سكنى,15.0,district,high,4.75,14.5,2026.0
الخبر,العزيزية,قطعة أرض-تجارى,23.55,district,high,5.99,34.35,2023.0
الخبر,العزيزية,قطعة أرض-سكنى,17.91,district,high,0.02,15.49,2023.0
الخبر,العزيزيه,قطعة أرض-سكنى,-0.52,district,high,23.1,38.18,2022.0
الخبر,العقربية,قطعة أرض-سكنى,28.52,district,high,51.94,34.15,2025.0
الخبر,العقيق,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,العقيق,قطعة أرض-سكنى,10.89,district,high,22.52,16.45,2022.0
الخبر,الكوثر,قطعة أرض-تجارى,27.68,district,high,36.44,12.39,2021.0
الخبر,الكوثر,قطعة أرض-سكنى,13.28,district,high,-1.5,25.91,2025.0
الخبر,الكورنيش,قطعة أرض-سكنى,-6.53,district,high,-44.7,53.97,2020.0
الخبر,اللؤلؤ,قطعة أرض-تجارى,33.17,district,high,42.12,23.77,2023.0
الخبر,اللؤلؤ,قطعة أرض-سكنى,47.62,district,high,-60.21,110.57,2025.0
الخبر,المرجان,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,المرجان,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,النورس,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,بدون,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,بدون الارشادى بالثقبة,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,بدون الارشادى بالثقبة,قطعة أرض-سكنى,-0.71,district,high,-7.16,11.25,2023.0
الخبر,بدون الارشادى بالخبر الجنوبية,قطعة أرض-سكنى,-4.96,district,high,-19.84,21.04,2022.0
الخبر,بدون الارشادى بالخبر الشمالية,قطعة أرض-سكنى,-15.55,district,high,1.57,24.21,2022.0
الخبر,بدون الارشادى بالخبر الغربية,قطعة أرض-سكنى,-52.91,district,high,-52.91,0.0,2022.0
الخبر,تلال الخبر,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,جنوب خط الانابيب,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,جنوب غرب الانابيب,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,جنوب غرب الانابيب,قطعة أرض-سكنى,61.47,district,high,5.5,79.14,2026.0
الخبر,جنوب غرب العزيزية,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,ش خ 480,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,ش خ 519,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,ش خ 596,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,ش خ 605,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,ش خ 606,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,ش خ 613,قطعة أرض-سكنى,-30.29,district,high,-30.29,0.0,2018.0
الخبر,ش خ 637,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,ش خ 637,قطعة أرض-سكنى,8.53,district,high,8.53,0.0,2020.0
الخبر,ش خ 729,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,ش خ 777,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,ش.خ 738,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,ش.خ 738,قطعة أرض-سكنى,18.91,district,high,5.48,22.6,2023.0
الخبر,شاطئ التحلية والغروب,قطعة أرض-تجارى,-34.1,district,high,-34.1,0.0,2020.0
الخبر,شاطئ التحلية والغروب,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,شاطئ التحليه والغروب,قطعة أرض-سكنى,404.3,district,high,404.3,0.0,2023.0
الخبر,عين السيح,قطعة أرض-سكنى,251.86,district,high,251.86,0.0,2023.0
الخبر,عين السيح بالعزيزية,قطعة أرض-سكنى,-1.88,district,high,-1.88,0.0,2018.0
الخبر,غرب العزيزية,قطعة أرض-تجارى,34.31,city,medium,,,
الخبر,غرب العزيزية,قطعة أرض-سكنى,12.85,city,medium,,,
الخبر,قرطبة,قطعة أرض-سكنى,-16.81,district,high,-16.81,0.0,2022.0
الدمام,1093 ش د,قطعة أرض-تجارى,7.34,city,medium,,,
الدمام,1093 ش د,قطعة أرض-سكنى,7.4,city,medium,,,
الدمام,1168/ ش د,قطعة أرض-سكنى,7.4,city,medium,,,
الدمام,337/ 1,قطعة أرض-تجارى,-3.11,district,high,7.7,54.79,2023.0
الدمام,337/ 1,قطعة أرض-سكنى,1.82,district,high,18.88,21.26,2023.0
الدمام,841ش.د,قطعة أرض-سكنى,7.4,city,medium,,,
الدمام,947/ ش.د,قطعة أرض-سكنى,7.4,city,medium,,,
الدمام,أحد,قطعة أرض-سكنى,-17.91,district,high,-17.91,0.0,2026.0
الدمام,أخرى,قطعة أرض-سكنى,163.72,district,high,163.72,0.0,2025.0
الدمام,احد,قطعة أرض-سكنى,9.22,district,high,26.65,16.17,2023.0
الدمام,الأثير,قطعة أرض-سكنى,7.4,city,medium,,,
الدمام,الأنوار,قطعة أرض-تجارى,7.34,city,medium,,,
الدمام,الإسكان الجنوبي,قطعة أرض-سكنى,2.87,district,high,2.87,0.0,2026.0
الدمام,الاتصالات,قطعة أرض-سكنى,19.51,district,high,19.51,0.0,2026.0
الدمام,الاثير,قطعة أرض-سكنى,7.4,city,medium,,,
الدمام,الاسكان,قطعة أرض-سكنى,6.6,district,high,6.6,0.0,2026.0
الدمام,الامانة,قطعة أرض-تجارى,14.69,district,high,4.36,14.61,2023.0
الدمام,الامانة,قطعة أرض-سكنى,15.4,district,high,-3.57,17.0,2023.0
الدمام,الامراء,قطعة أرض-سكنى,7.4,city,medium,,,
الدمام,البادية,قطعة أرض-سكنى,-0.28,district,high,5.12,8.58,2026.0
الدمام,البديع,قطعة أرض-سكنى,7.4,city,medium,,,
الدمام,البيضاء,قطعة أرض-سكنى,7.4,city,medium,,,
الدمام,الجامعة,قطعة أرض-سكنى,7.4,city,medium,,,
الدمام,الجامعيين,قطعة أرض-سكنى,138.66,district,high,138.66,0.0,2025.0
